"ROCK.NAME","SIO2.WT..","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM.","AVERAGE_LAT","AVERAGE_LON"
"BONINITE",57.7,0.77,1.5,0.25,1.17,0.35,0.12,0.47,0.08,0.6,0.14,0.46,0.07,0.54,0.09,27.3,142.3
"BONINITE",57.2653,0.681650700942648,1.60335286081963,0.219659847383486,1.08227341123483,0.408482873485495,0.150233688018347,0.504982237536417,0.100890715925055,0.617382562281697,0.150744151496452,0.498420237440148,0.0839633661068028,0.510111651015218,0.0997294561014014,27.684507,142.123668
"BONINITE",54.6174,1.50504809896437,3.64991014564125,0.46797569165503,2.40225120107253,0.868004932402996,0.313858803627176,1.13585866771608,0.203273114099126,1.31951891770199,0.302905323999108,0.968115767667444,0.154453841993701,1.04868618738204,0.163907109228731,27.1958333333333,142.194166666667
"BONINITE",61.8230284459749,2.55503144654088,5.87264150943396,0.756682389937107,4.74795695400314,1.18907232704403,0.530503171766324,1.6312893081761,0.275157232704403,1.75117924528302,0.355738993710692,1.0750786163522,0.147405660377358,0.988600628930818,0.14937106918239,33.43,79.73
"BONINITE",58.65,0.89,2.48,0.4,2.09,0.77,0.27,1.12,0.22,1.56,0.36,1.14,0.18,1.18,0.19,38.625,99.3
"BONINITE",60.29,1.256,3.142,0.471,2.35,0.638,0.211,0.765,0.128,0.815,0.18,0.542,0.085,0.59,0.097,28.4096,142.6223
"BONINITE, BRONZITE",58.16,0.75,1.52,0.24,1.2,0.33,0.12,0.46,0.09,0.6,0.15,0.43,0.08,0.65,0.1,27.4883,142.203
"BONINITE",43.8,0.493,1.33,0.209,1.11,0.389,0.144,0.627,0.138,1.32,0.364,1.23,0.215,1.49,0.244,48.6,-81.15
"BONINITE",49.8,0.9,1.1,0.22,1.4,0.23,0.16,0.66,0.14,1.28,0.29,0.85,0.16,1.29,0.16,65.0974,-50.1459833
"BONINITE",56.54,0.74,1.22,0.21,1.02,0.3,0.12,0.42,0.07,0.54,0.12,0.4,0.06,0.47,0.08,27.3,142.3
"BONINITE, BRONZITE",58.71,0.64,1.3,0.21,1.03,0.31,0.11,0.38,0.07,0.52,0.12,0.36,0.06,0.5,0.08,26.283,142.8
"BONINITE",54.4436,1.49446532930459,3.43464836064404,0.500761507480267,2.43668317649778,0.847350454218334,0.356129116047628,1.09669534631517,0.219430734589971,1.41158166534663,0.341216361894781,0.998816559523604,0.18377317688389,1.08694260289512,0.166564537244695,27.1483277777778,142.183663888889
"BONINITE",41.57,0.298,0.665,0.097,0.44,0.143,0.049,0.224,0.047,0.368,0.095,0.296,0.048,0.372,0.061,58.31,-77.69
"BONINITE",45.17,0.37,0.7,0.11,0.56,0.17,0.07,0.3,0.07,0.49,0.14,0.48,0.1,0.5,0.09,22.2,85.6
"BONINITE",58.93,1.9,5.6,0.8,3.6,1,0.3,1.2,0.2,1.3,0.3,0.8,0.1,0.9,0.1,36,102
"BONINITE",50.1,12.7,29.5,3.87,20.46,4.94,0.69,4.08,0.7,4.2,0.88,2.62,0.39,2.5,0.38,29.5015,115.9273
"BONINITE",49.37,7.09,17.8,1.92,8.08,2.19,0.72,2.52,0.47,2.94,0.63,1.8,0.27,1.74,0.27,29.6427,117.7496
"BONINITE",45.41,3.06,9.29,0.99,4.77,1.36,0.6,2.02,0.4,2.27,0.53,1.66,0.28,1.54,0.25,22.2,85.6
"BONINITE",54.03,0.818,2.386,0.358,1.976,0.604,0.241,0.74,0.127,0.818,0.174,0.506,0.076,0.484,0.074,28.4075,142.609
"BONINITE",49.95,1.81,3.09,0.36,2.01,1.07,0.42,1.3,0.27,1.23,0.37,1.17,0.18,1.07,0.16,22.2,85.6
"BONINITE",54.8,1.8,6.3,1.2,6.4,2.4,0.9,3.5,0.7,4.5,1.1,3,0.5,3,0.5,36,102
"BONINITE",51.15,7.86,19.6,2.21,9.03,2.36,0.71,2.62,0.47,2.94,0.62,1.83,0.27,1.73,0.26,29.6427,117.7496
"BONINITE",42.6,0.5,0.7,0.73,0.7,0.19,0.03,0.13,0.07,0.6,0.13,0.62,0.07,0.66,0.13,65.0940667,-50.1209333
"BONINITE",53.77,6.8,12,1.22,5,1.2,0.37,1.4,0.3,1.7,0.4,1.1,0.17,1.1,0.17,18.85,81.475
"BONINITE",54.02,0.651,2.194,0.366,1.981,0.593,0.223,0.714,0.123,0.793,0.173,0.523,0.081,0.531,0.084,28.4075,142.609
"BONINITE",58.51,0.93,1.8,0.27,1.28,0.36,0.12,0.45,0.08,0.57,0.13,0.4,0.06,0.5,0.08,27.3,142.3
"BONINITE",47.34,1.95,4.1,0.57,2.65,0.7,0.28,0.97,0.22,1.5,0.4,1.17,0.19,1.22,0.2,16.125,78.75
"BONINITE",65.01,1.48,2.83,0.42,1.92,0.48,0.14,0.59,0.07,0.64,0.16,0.47,0.07,0.48,0.09,27.3,142.3
"BONINITE",54.08,17.4,37.7,4.96,19.9,4.74,0.94,4.93,0.85,5.13,1.07,3.17,0.46,2.98,0.44,29.5015,115.9273
"BONINITE",56.58,0.76,1.43,0.23,1.1,0.33,0.11,0.44,0.08,0.59,0.13,0.45,7.07,0.55,0.1,27.3,142.3
"BONINITE",59.7,1.46,3.87,0.585,2.62,0.739,0.186,1.19,0.263,2.54,0.651,2.33,0.39,3.03,0.502,48.6,-81.15
"BONINITE, BRONZITE",55.61,1.05,2.22,0.36,1.85,0.59,0.22,0.8,0.15,0.98,0.23,0.62,0.1,0.77,0.12,26.283,142.8
"BONINITE",59.6992,1.4162,3.266,0.4866,2.4,0.69,0.2768,0.886,0.148,0.956,0.2176,0.7248,0.1268,0.86,0.1334,28.4096,142.6223
"BONINITE",56.674,0.741871029174973,1.57106212832446,0.245108922464526,1.18610437637828,0.376874172187774,0.150887326233374,0.525453064591313,0.100320360415362,0.658721413731609,0.156583984876277,0.528354197380279,0.0912907589670531,0.624649386941927,0.107189802408407,27.080717,142.230163
"BONINITE",57.68,0.982,2.387,0.353,1.74,0.515,0.189,0.665,0.123,0.792,0.178,0.547,0.0906,0.622,0.105,28.4075,142.609
"BONINITE",56.82,0.81,2.17,0.35,1.81,0.66,0.32,1,0.19,1.29,0.29,0.86,0.13,0.84,0.13,38.625,99.3
"BONINITE",65.36,1.38,2.99,0.38,1.83,0.41,0.16,0.59,0.09,0.52,0.12,0.43,0.07,0.5,0.08,27.3,142.3
"BONINITE",57.18,1.5,5.488,0.932,4.27,1.183,1.172,1.024,0.185,1.09,0.208,0.601,0.106,0.727,0.12,41,116
"BONINITE, BRONZITE",55.35,0.74,2.14,0.36,2.14,0.82,0.34,1.25,0.24,1.67,0.38,1.15,0.17,1.22,0.19,17.8642,146.9343
"BONINITE",53.78,1.1,2.92,0.45,2.32,0.86,0.37,1.29,0.25,1.85,0.43,1.37,0.21,1.35,0.21,38.625,99.3
"BONINITE",51.39,12.7,29.5,3.85,15.7,3.89,1.3,4.34,0.73,4.49,0.94,2.79,0.41,2.64,0.38,29.5015,115.9273
"BONINITE",63.43,1.34,2.66,0.38,1.81,0.45,0.2,0.59,0.1,0.63,0.14,0.52,0.07,0.63,0.1,27.3,142.3
"BONINITE",46.6,0.739,2,0.316,1.62,0.517,0.136,0.768,0.171,1.58,0.425,1.61,0.274,2.15,0.354,48.6,-81.15
"BONINITE",57.5576,0.927510688322941,2.01641729494538,0.345230383217711,1.525575823961,0.524193805300175,0.173359594863243,0.62420199589866,0.125234422843646,0.851133133457715,0.194124846273252,0.626371574836539,0.108019599417341,0.728865491946444,0.128493901431629,27.045462,142.239507
"BONINITE",49.64,12.4,26.2,3.15,12.4,3.04,0.74,3.37,0.6,3.67,0.79,2.32,0.34,2.22,0.33,29.6427,117.7496
"BONINITE",53,1.2,2.6,0.4,2,0.6,0.2,0.8,0.2,1,0.2,0.7,0.1,0.8,0.1,31.875,141.2267
"BONINITE",54.93,0.967,2.859,0.467,2.372,0.778,0.302,1.091,0.195,1.229,0.281,0.82,0.135,0.804,0.134,28.4075,142.609
"BONINITE",56.6317,0.530401101053026,1.05566996552578,0.166893838735534,0.834885191254381,0.249142954500009,0.0915903623700278,0.350279160996154,0.0626628425156461,0.439925177875708,0.103517212610124,0.333005233957925,0.0546117541528189,0.388995325094975,0.0647391683796259,27.680991,142.125685
"BONINITE",40.3,0.0622421928957227,0.228681372493809,0.03,0.4,0.122409911543041,0.0147716866426443,0.24,0.0537862434206261,0.479671428069389,0.12277543960517,0.42,0.06,0.59,0.0913298121010363,65.103,-50.1611167
"BONINITE",54.3929264063916,2.75832,6.1593,0.9882,4.9518,1.533168,0.46347,1.9341,0.334368,2.33064,0.514728,1.46672,0.21504,1.390088,0.2163,39.25,96.3
"BONINITE",50.5,1.15,3.12,0.49,2.42,0.858,0.322,1.31,0.252,1.91,0.505,1.68,0.28,1.99,0.319,48.6,-81.15
"BONINITE",49.21,2.477,2.523,1.139,6.021,1.737,0.57,2.032,0.341,2.163,0.468,1.384,0.206,1.313,0.203,28.4075,142.609
"BONINITE",64.88,1.48,2.71,0.38,1.75,0.58,0.14,0.59,0.06,0.55,0.13,0.42,0.06,0.52,0.1,27.3,142.3
"BONINITE",54.83,8,15.6,1.5,7.5,1.7,0.61,2.42,0.41,2.22,0.47,1.46,0.23,1.23,0.18,21.855,86.26
"BONINITE",57.5,0.88,1.17,0.28,1.44,0.42,0.15,0.56,0.1,0.7,0.16,0.55,0.09,0.63,0.11,27.3,142.3
"BONINITE",52.0675595832728,0.819,2.336,0.416,2.21,0.775,0.293,1.02,0.182,1.16,0.258,0.741,0.115,0.736,0.117,28.4075,142.609
"BONINITE",56.3348333333333,1.108,3.122,0.5034,2.424,0.846,0.3202,1.132,0.1846,1.39,0.289,0.934,0.1336,0.876,0.1402,28.4096,142.6223
"BONINITE",51.5218333333333,1.53303567027775,4.5455992170627,0.888941898246645,5.39363689060016,2.22702183868814,0.815378216442797,3.63302365005402,0.675850150609579,4.89546472520732,1.10228477828386,3.61349132000257,0.514911246675107,3.47769214708788,0.543327316060757,28.44996,142.75374
"BONINITE",61.28,1.14,2.56,0.45,1.54,0.35,0.2,0.44,0.09,0.61,0.12,0.36,0.08,0.55,0.1,27.3,142.3
"BONINITE",47.5,0.32,0.69,0.09,0.343,0.109,0.063,0.15,0.03,0.22,0.052,0.15,0.025,0.17,0.026,-40.87,172.82
"BONINITE",53.25,1.57,3.73,0.52,2.54,0.77,0.3,1,0.17,1.21,0.26,0.78,0.12,0.82,0.13,-2.51,140.71
"BONINITE",66.11,1.4,2.74,0.42,1.96,0.45,0.16,0.59,0.09,0.61,0.14,0.47,0.08,0.63,0.1,27.3,142.3
"BONINITE",58.1089857248265,1.6,2.57647058823529,0.345098039215686,1.72549019607843,0.570588235294118,0.385539927519439,0.737254901960784,0.135294117647059,0.845098039215686,0.168627450980392,0.503921568627451,0.0666666666666667,0.476470588235294,0.0725490196078431,33.43,79.73
"CALC-ALKALI BASALT",50.18,4.65,12.75,1.83,8.56,2.8,0.99,3.94,0.66,4.57,1.07,3.1,0.45,3,0.45,51.25,-91.25
"BASALTIC-ANDESITE / BASALT / CALC-ALKALI BASALT",49.8,20.76,49.6,7,26.45,5.2,1.47,4.2,0.66,3.27,0.67,1.71,0.259,1.5,0.24,40.534681,-121.196497
"CALC-ALKALI BASALT / NOT GIVEN",49.35,36.9,78.2,9.57,24.3,5.1,1.95,5.89,0.79,4.54,0.86,2.26,0.33,2.05,0.32,54.4805,-126.356
"CALC-ALKALI BASALT",49.24,9.64,22.1,3.25,14.9,3.65,1.26,3.86,0.64,3.93,0.81,2.21,0.32,2.18,0.33,14.0488,-89.6317
"BASALT / CALC-ALKALI BASALT",49.07,5.25,11,1.9,10.2,2.85,1.1,3.65,0.55,3.46,0.71,2,0.28,1.96,0.32,-13.583,167.616
"BASALT",51.45,14.8,30.05,3.75,16.24,4.3,1.44,4.58,0.76,4.76,0.97,2.68,0.38,2.35,0.38,19.15,-97.13
"CALC-ALKALI BASALT",45.73,6.01,14.56,2.23,10.09,3.76,1.14,4.26,0.81,5.5,1.07,2.95,0.49,2.89,0.53,46.18,121.4
"CALC-ALKALI BASALT / BASALTIC-ANDESITE",52.62342,11.184294699925,25.8246973863739,3.57766238869189,15.6562092224584,4.00424547391172,1.4293158046044,4.2800525312928,0.730766014698092,4.64484746494324,0.974381068349649,2.67032610921132,0.383645246491867,2.43513216258919,0.384729851743126,48.6366,-121.7299
"CALC-ALKALI BASALT",50.74,17.5,41.5,5.45,22,3.73,1.04,2.77,0.29,1.61,0.29,0.76,0.12,0.77,0.1,49.87,-74.35
"CALC-ALKALI BASALT",58.3,16.5,37.84,4.55,17.92,3.6,1.08,3.39,0.51,3.23,0.65,1.98,0.28,1.74,0.26,54.58,-102.25
"CALC-ALKALI BASALT",49.8957748769227,11.1258919463515,25.1745430992708,3.52334546109659,15.4562956804332,3.88317047213007,1.41982827603174,4.10854754088231,0.701059504036862,4.26756604818067,0.891102583210535,2.33230322457275,0.332424594575586,2.08104718054788,0.316220083247199,43.8282,-121.5402
"CALC-ALKALI BASALT / BASALTIC-ANDESITE",53.37,12.7117455149744,28.2628941430878,3.91255282185036,16.342548127883,3.65700178690798,1.16517591344912,3.56442542448578,0.560814256411411,3.44793108792946,0.700740869409626,1.82670250629521,0.28,1.66168231141138,0.259864366902644,48.7154,-121.8465
"CALC-ALKALI BASALT",51.5,23,50.1,6,24.1,5.5,1.5,4.9,0.84,5,2.6,1,0.44,2.7,0.4,-14.2883,-70.05
"CALC-ALKALI BASALT",50,10.36,24.77,3.53,16.14,4.06,1.3,4.08,0.6,3.47,0.69,1.95,0.29,1.86,0.28,59.58,-131.56
"CALC-ALKALI BASALT",51.72,13.37,31.06,4.25,18.82,4.5,1.32,4.32,0.66,3.93,0.79,2.18,0.32,2.03,0.31,59.58,-131.56
"CALC-ALKALI BASALT",50.85,11.32,25,3.3,15.18,4.24,1.5,4.52,0.77,4.73,0.98,2.66,0.37,2.37,0.37,44.014,-121.69911
"CALC-ALKALI BASALT",51.8,22.15,40.5,4.66,17.7,3.47,0.94,3.45,0.55,3.54,0.77,2.14,0.32,2.09,0.32,31.73,110.73
"BASALT / CALC-ALKALI BASALT / NOT GIVEN",51.77,3.34,8.08,1.36,6.75,2.03,0.74,2.57,0.46,2.98,0.65,1.8,0.3,1.92,0.31,14.125,-61
"DACITE / CALC-ALKALI BASALT",66.65,22.4,44.2,5.27,18.7,3.48,0.88,3.09,0.47,2.54,0.51,1.46,0.23,1.51,0.27,14.125,-61
"BASALT / BASALTIC-ANDESITE / CALC-ALKALI BASALT / NOT GIVEN",50.36,11.48,26.52,3.89,14.87,3.35,1.05,3.32,0.63,3.46,0.83,2.14,0.376,2.02,0.372,40.538965,-121.161916
"CALC-ALKALI BASALT",48.85,5.04,12.68,2.13,10.79,3.4,0.94,3.86,0.73,4.29,0.92,2.75,0.41,2.27,0.38,46.18,121.4
"DACITE / CALC-ALKALI BASALT",64.02,18.7,33.9,4.35,16.4,3.21,0.91,3.19,0.5,2.82,0.6,1.76,0.27,1.78,0.3,14.125,-61
"CALC-ALKALI BASALT",50.2,10.07,23.96,3.42,15.64,4.06,1.31,3.87,0.58,3.37,0.69,1.95,0.3,1.87,0.28,59.58,-131.56
"CALC-ALKALI BASALT",48.1,19.77,35.8,4.22,16,3.15,0.84,3.15,0.49,3.08,0.65,1.73,0.26,1.63,0.24,31.73,110.73
"CALC-ALKALI BASALT",48.22,3.2,7.46,1.25,6.28,1.91,0.71,2.24,0.39,2.56,0.54,1.53,0.23,1.53,0.23,12.5198,-86.6807
"CALC-ALKALI BASALT",45.46,4.99,13.99,2.03,10.28,3.87,1.47,4.6,0.9,5.52,1.28,3.21,0.53,2.97,0.43,46.18,121.4
"CALC-ALKALI BASALT",50.78,9.89,22.3,3.34,15.3,3.73,1.19,3.88,0.62,3.74,0.76,2.11,0.31,2.08,0.32,13.8572,-89.2287
"CALC-ALKALI BASALT",47.52,1.91,5.05,0.72,3.54,1.17,0.51,1.63,0.25,1.64,0.35,0.99,0.15,0.83,0.11,51.25,-91.25
"CALC-ALKALI BASALT",49.89,8.98,21.6,3.21,14.4,3.76,1.29,4.11,0.66,4.04,0.82,2.23,0.33,2.14,0.32,14.2942,-90.341
"CALC-ALKALI BASALT / NOT GIVEN",55.95,47,94.2,11.4,44.53,8.24,2.11,6.37,0.87,4.75,0.9,2.43,0.35,2.06,0.33,54.379,-126.374
"BASALTIC-ANDESITE / CALC-ALKALI BASALT",52.9,4.53,10.86,1.54,7.04,1.84,0.66,2.04,0.364,2.23,0.46,1.37,0.21,1.3,0.203,41.2616,-122.219
"CALC-ALKALI BASALT",49.49,12.04,28.58,4.04,18.48,4.56,1.37,4.45,0.65,3.87,0.74,2.1,0.3,2.02,0.3,59.58,-131.56
"BASALTIC-ANDESITE / CALC-ALKALI BASALT",52.2,27.48,57.36,7.08,27.63,4.81,1.43,3.69,0.51,2.83,0.51,1.51,0.218,1.27,0.185,43.022,-122.1928
"CALC-ALKALI BASALT",50.36,7.86,18.4,2.97,14.3,3.87,1.17,4.09,0.68,4.25,0.88,2.5,0.37,2.47,0.37,12.6857,-86.9553
"BASALT / CALC-ALKALI BASALT",49,22.35,50.15,6.9,27.51,5.14,1.67,4.5,0.65,3.76,0.72,2.11,0.286,1.74,0.277,46.0356,-121.4971
"CALC-ALKALI BASALT",49.19,30.56,73.77,9.37,38.51,7.27,1.9,4.93,0.69,3.87,0.72,1.93,0.28,1.7,0.27,54.58,-102.25
"CALC-ALKALI BASALT",48.66,3.46,8.43,1.11,5.15,1.55,0.61,2.19,0.36,2.29,0.5,1.28,0.19,1.18,0.16,51.25,-91.25
"CALC-ALKALI BASALT",48.46,3.2,7.45,1.24,6.22,1.92,0.75,2.3,0.4,2.58,0.54,1.53,0.23,1.52,0.23,12.5105,-86.7075
"CALC-ALKALI BASALT",47.93,6.71,13.37,1.59,5.79,1.46,0.44,1.39,0.24,1.69,0.33,0.99,0.14,1.11,0.17,51.25,-91.25
"CALC-ALKALI BASALT",49.39,8.06,17.98,2.46,12,3.58,1.3,3.98,0.67,4.23,0.87,2.36,0.34,2.09,0.33,44.083,-121.064
"BASALT / CALC-ALKALI BASALT",52.62,14.3882122507929,35.581102285417,4.50879215775261,18.7469776492972,3.97993611364131,1.28387479898878,3.96769662316758,0.619850291345469,3.71736629123538,0.747369659486578,2.21811975133112,0.328053851345137,2.07937557185785,0.313776242476278,47.98,-121.15
"CALC-ALKALI BASALT / BASALTIC-ANDESITE",53.8,10.4,20.5,3.39,13.8,3.36,1.38,3.28,0.69,3.15,0.8,1.92,0.4,1.84,0.32,19.2733,-101.6413
"CALC-ALKALI BASALT",53.77,18.7959879945817,45.0906351565927,5.87216071199882,24.4738284118525,5.13332498174854,1.6396452130589,4.85622483689855,0.741377438450901,4.38004957540789,0.917658325519362,2.56713807121096,0.397976787354815,2.41372172113249,0.383526678150123,47.9304,-121.263
"BASALT / CALC-ALKALI BASALT",49.09,12.89,27.88,3.58,16.62,4.64,1.6,5.02,0.84,5.16,1.05,2.76,0.4,2.4,0.38,19.15,-97.13
"BASALTIC-ANDESITE / CALC-ALKALI BASALT",54.08,6,12.8,1.87,8.6,2.36,0.87,2.95,0.51,3.27,0.69,1.9,0.33,2.04,0.32,14.125,-61
"ANDESITE / CALC-ALKALI BASALT",57.31,5.02,13,2.26,11.5,3.25,1.22,3.76,0.65,4.11,0.89,2.51,0.43,2.8,0.47,14.125,-61
"CALC-ALKALI BASALT",49.64,13.2,24.2,3.15,13.6,3.21,1.11,3.33,0.53,3.23,0.66,1.83,0.27,1.82,0.27,13.2896,-87.6418
"CALC-ALKALI BASALT",55.8898685169242,22.3110482377057,48.4704199041353,6.31283374843184,25.9569916143931,5.71257446528337,1.72901492851711,5.37428473573209,0.854360364043643,5.10202982181901,1.03893871794818,2.84793605255371,0.411608830607257,2.59252819458449,0.405574721912844,43.6208,-120.03037
"NOT GIVEN",49.91,31,66,8.2,33,6.6,2.2,6.4,0.71,4,0.77,2,0.28,1.79,0.25,-40.87,172.82
"CALC-ALKALI BASALT",48.51,3.83,10.54,1.61,8.15,3.18,0.93,3.93,0.72,4.54,1,2.87,0.38,2.62,0.37,46.18,121.4
"NOT GIVEN",49.96,22,46,5.2,20.5,4,1.25,3.4,0.48,2.8,0.59,1.6,0.25,1.59,0.24,-40.87,172.82
"CALC-ALKALI BASALT / NOT GIVEN / ANDESITE",60.45,5.09592147094395,12.9985159790938,2.23170425591097,11.2664232654923,3.53358876921214,1.12875620360081,4.26730709529881,0.800144177925645,5.38319448368063,1.20924712802361,3.41254954832449,0.508122834262323,3.37547415247388,0.547983539301109,49.57,154.81
"BASALTIC-ANDESITE / CALC-ALKALI BASALT",53.46,3.95,9.51,1.6,7.8,2.31,0.88,2.91,0.53,3.41,0.74,2.05,0.34,2.17,0.35,14.125,-61
"CALC-ALKALI BASALT",49.91,3.61,8.6,1.4,7.12,2.17,0.83,2.52,0.44,2.87,0.6,1.7,0.25,1.69,0.25,12.5023,-86.7005
"CALC-ALKALI BASALT",50.94,16.7,39.4,5.64,24.7,5.51,1.76,5.49,0.87,5.19,1.05,2.86,0.42,2.8,0.42,14.275,-89.4772
"CALC-ALKALI BASALT",48.72,10.8,26.1,3.56,15.62,3.91,1.49,4.14,0.68,4.25,0.8,2.54,0.38,2.23,0.3,19.6228,-96.9397
"CALC-ALKALI BASALT",50.47,13.59,34.97,4.63,19.57,4.14,1.12,3.16,0.48,2.73,0.54,1.41,0.19,1.12,0.18,54.58,-102.25
"BASALT / CALC-ALKALI BASALT",50.9,2.8,7.1,1.25,6.44,1.98,0.79,2.58,0.46,2.99,0.64,1.79,0.3,1.81,0.29,14.125,-61
"CALC-ALKALI BASALT",49.4,21,44,5.4,22,4.5,1.4,4.6,0.71,4.3,0.9,2.3,0.36,2.3,0.35,-14.26,-70.095
"CALC-ALKALI BASALT",51.13,9.72,21.22,2.85,13.31,3.78,1.39,4.15,0.68,4.16,0.85,2.25,0.33,2,0.31,43.874,-121.2178
"CALC-ALKALI BASALT",49.3,22.28,39.7,4.81,17.8,3.65,0.96,3.53,0.55,3.44,0.72,1.97,0.29,1.95,0.3,31.73,110.73
"CALC-ALKALI BASALT",49.81,7.03,16.13,2.24,10.85,3.42,1.28,3.85,0.69,4.37,0.89,2.44,0.35,2.12,0.34,43.583,-121.07847
"CALC-ALKALI BASALT",51.3,28.72,34.6,4.12,15.7,3.06,0.76,3.1,0.49,3.14,0.65,1.76,0.27,1.77,0.27,31.73,110.73
"CALC-ALKALI BASALT",52.0554143374676,8.44825190409284,18.9078541903414,2.58194911256815,11.5964833959171,2.92070775392077,1.06511220299151,3.11301746575561,0.505551761325504,3.16527513772957,0.641852027396527,1.7136355162624,0.248542327899761,1.52180726400117,0.244119983899157,43.59735,-121.151233
"CALC-ALKALI BASALT",48.5,21.55,39.7,4.73,17.7,3.59,0.97,3.57,0.56,3.52,0.72,1.99,0.31,2.01,0.3,31.73,110.73
"CALC-ALKALI BASALT",48.12,7.48,17.5,2.62,11.9,3.01,1.06,3.16,0.51,3.15,0.63,1.73,0.25,1.67,0.25,14.409,-90.6153
"CALC-ALKALI BASALT",49.98,5.55,12.8,2.05,9.95,2.75,0.95,3.15,0.51,3.24,0.67,1.79,0.28,1.84,0.28,12.4696,-86.7232
"BASALTIC-ANDESITE / CALC-ALKALI BASALT",55.3,10.83,25.84,3.43,14.29,3.09,1.02,2.89,0.44,2.69,0.52,1.53,0.23,1.38,0.222,41.261,-122.219
"CALC-ALKALI BASALT",49.0376759646487,7.3375303030303,17.6659611992945,2.84260177281681,13.0657754442649,3.42608435681965,1.13237760910816,3.40109232995658,0.553182444061962,3.51602006865593,0.675773351648352,1.99483992285439,0.319901234567901,2.1105795508839,0.329798076923077,18,-77
"CALC-ALKALI BASALT / BASALT",50.06,30,41,5.1,19.4,4.1,1.3,4,0.65,3.8,0.79,2.14,0.36,2.09,0.31,39.42635,14.3675
"BASALTIC-ANDESITE / CALC-ALKALI BASALT",53.47,7.05,14.6,2.06,9.1,2.38,0.78,2.92,0.52,3.34,0.7,1.98,0.33,2.08,0.34,14.125,-61
"CALC-ALKALI BASALT",48.44,3.35,7.77,1.28,6.5,1.98,0.78,2.37,0.41,2.65,0.56,1.56,0.23,1.55,0.24,12.4984,-86.7058
"CALC-ALKALI BASALT / BASALT",51.02,11.184294699925,25.8246973863739,3.57766238869189,15.6562092224584,4.00424547391172,1.4293158046044,4.2800525312928,0.730766014698092,4.64484746494324,0.974381068349649,2.67032610921132,0.383645246491867,2.43513216258919,0.384729851743126,48.6385,-121.7352
"CALC-ALKALI BASALT / BASALT",49.24,18,33,3.8,15.5,3.5,1.08,3.6,0.58,3.4,0.71,2,0.33,1.84,0.28,39.38615,14.456
"CALC-ALKALI BASALT",51.73,10.65,23.07,3.03,14.15,4.08,1.38,4.39,0.77,4.81,0.97,2.73,0.39,2.44,0.39,43.605,-121.37825
"CALC-ALKALI BASALT / NOT GIVEN",60.48,35.2,67.2,7.57,28.5,5.28,1.38,5.69,0.76,4.35,0.87,2.61,0.38,2.56,0.41,38.79,15.21
"ANDESITE / CALC-ALKALI BASALT / BASALTIC-ANDESITE",57.39,8.22,17.1,2.43,10.7,2.71,0.8,3.43,0.59,3.7,0.79,2.2,0.39,2.35,0.38,14.125,-61
"CALC-ALKALI BASALT",49.449118997929,4.08665418000925,9.56719017606873,1.45662197009368,7.08447583853657,2.21423060921686,0.892960846453998,2.91905883327939,0.570018655319894,4.00523736863193,0.935448570032578,2.70133776461843,0.420853120576237,2.74323959584655,0.445524921309007,43.836,-121.5744
"BASALT / BASALTIC-ANDESITE / CALC-ALKALI BASALT / NOT GIVEN",51.35,13.47,31.18,4.48,17.44,3.93,1.3,3.99,0.69,3.85,0.83,2.22,0.356,2.06,0.35,40.644961,-121.165704
"CALC-ALKALI BASALT",55.6508355497325,11.39229060291,23.985175542887,3.08146415973373,13.03,3.5714638027912,1.09543377583812,4.2627237186124,0.780215107121183,5.12637550323584,1.13185957427688,3.22302825147496,0.490225641377853,3.09084193418401,0.509062324133944,43.7132,-121.044
"CALC-ALKALI BASALT",51.1874692945698,10.2247944931829,23.6028219052584,3.33618123685335,15.52,4.07776411993465,1.46515439793637,4.29230695451189,0.717105411593316,4.38848465159846,0.894259044163551,2.42642424296095,0.347238170953472,2.10170048147469,0.325684520095037,43.8728,-121.2051
"CALC-ALKALI BASALT",49.9946823567954,20.9002986921934,45.7237297993297,6.10126940616785,25.07,4.5435,1.46646845317101,3.95665305629125,0.571203222729267,3.30725214084024,0.655289804164173,1.69693632670613,0.238708069932361,1.44271117526942,0.227384444745343,43.7247,-120.9918
"BASALT / DACITE / NOT GIVEN / CALC-ALKALI BASALT",65.49,18.6,34.1,3.97,14.4,2.7,0.76,2.52,0.38,2.09,0.43,1.25,0.21,1.34,0.22,14.125,-61
"CALC-ALKALI BASALT",53.77,34.6,72.1,8.84,35.4,6.87,1.85,5.74,0.78,4.41,0.83,2.24,0.31,1.96,0.3,54.4753,-126.5307
"CALC-ALKALI BASALT",51.77,8.1,17.24,2.21,10.38,2.81,1.04,3.01,0.5,3.09,0.61,1.67,0.24,1.47,0.23,43.592,-121.14984
"CALC-ALKALI BASALT",50.49,13.8,30.2,4.25,18.9,4.55,1.52,4.87,0.79,4.77,0.97,2.68,0.4,2.64,0.4,14.8566,-89.596
"CALC-ALKALI BASALT",47.4238957972059,14.6379369627507,28.5389056441189,4.0098261997406,16.311328,3.81580267965895,1.27056542056075,3.90111524163569,0.61510756302521,3.7137118555352,0.743417974322397,2.13809657469077,0.324909638554217,2.16746717411989,0.350294303797468,18,-77
