"ROCK.NAME","SIO2.WT..","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM.","AVERAGE_LAT","AVERAGE_LON"
"ORE",74.1,768,1500,171,623,107,12.4,111,15.5,82.4,15.5,46.2,5.92,36.3,4.65,64.126417303,27.025205227
"ORE",71.71,2905.25,5999.83,656.79,2329.56,375.93,40.47,299.6,49.46,348.92,79.13,244.75,34.38,223.47,33.94,64.13455158,27.034022093
"ORE",68.09,360,840,110,440,180,90,150,20,120,30,360,20,130,20,64.137734158,27.041357874
"ORE",69.16,590,1250,160,700,240,110,250,50,220,50,560,50,280,40,64.137734158,27.041357874
"ORE",69.89,710,1550,200,750,230,110,230,60,160,10,440,30,140,10,64.137734158,27.041357874
"ORE",71.83,300,760,130,570,270,110,250,60,280,50,580,40,120,20,64.137410938,27.042384271
"ORE",68.88,150,370,50,180,100,70,80,20,40,10,380,10,20,10,64.137410938,27.042384271
"ORE",70.95,580,1130,130,540,190,100,210,40,150,10,580,40,130,20,64.137410938,27.042384271
"ORTHOPYROXENITE",51.7923090656,1.97921882172915,4.2377916838205,0.514273381294964,1.90345434131737,0.414124555160142,0.148566696508505,0.494724847137299,0.0854548335974643,0.605723961005644,0.1229421875,0.409563360881543,0.069,0.471020254357042,0.077,0.75,10.25
"ORTHOPYROXENITE",49.02,2.4,4.47,0.48,1.8,0.35,0.09,0.37,0.07,0.45,0.11,0.32,0.05,0.37,0.06,36.5,93
"ORTHOPYROXENITE, OLIVINE",35.76,0.78,2.13,0.31,1.43,0.38,0.11,0.45,0.08,0.52,0.1,0.33,0.05,0.32,0.05,66,25
"ORTHOPYROXENITE",49.95,0.73,1.54,0.23,1.21,0.61,0.28,1.43,0.32,2.07,0.4,1.05,0.15,1.02,0.14,31,117
"ORTHOPYROXENITE, OLIVINE",46.5,1.51,2.84,0.34,1.39,0.32,0.09,0.28,0.05,0.32,0.07,0.18,0.03,0.24,0.03,66,25
"ORTHOPYROXENITE",50.73,2.3,4.19,0.45,1.7,0.36,0.09,0.33,0.06,0.41,0.1,0.31,0.05,0.34,0.06,36.5,93
"ORTHOPYROXENITE, OLIVINE",39.28,1.28,3.03,0.42,1.91,0.5,0.12,0.49,0.1,0.63,0.12,0.35,0.06,0.36,0.06,66,25
"ORTHOPYROXENITE",54.01,0.47,1.05,0.13,0.59,0.16,0.06,0.19,0.03,0.22,0.05,0.16,0.02,0.17,0.03,68,33
"ORTHOPYROXENITE, GARNET, XENOLITH",50.57,0.743689320388349,1.44563106796117,0.145631067961165,0.506796116504854,0.107766990291262,0.0398058252427185,0.192233009708738,0.0398058252427185,0.319417475728155,0.0766990291262136,0.25631067961165,0.0407766990291262,0.287378640776699,0.0466019417475728,48.3403,15.6611
"ORTHOPYROXENITE",54.1,3.94,9.83,1.12,4.91,1.23,0.228898613023821,1.19855305602215,0.213,1.21,0.264,0.811,0.125,0.781,0.127,36.5,93
"ORTHOPYROXENITE",55.23,2.839,0.826,0.404,1.661,0.263,0.074,0.285,0.055,0.345,0.07,0.179,0.023,0.143,0.023,30.5011,116.305
"ORTHOPYROXENITE",51.7645193032802,2.47872392314189,4.70459749243407,0.549249836065574,2.04123918174666,0.445640510948905,0.189375706214689,0.489348390739695,0.0963834951456311,0.673905670376259,0.138704006410256,0.468661395348837,0.0794606413994169,0.533,0.0870716510903427,0.75,10.25
"ORTHOPYROXENITE",52.37,0.595651,1.387322,0.164604,0.698631,0.181615,0.044137,0.215334,0.046331,0.37506,0.09132585,0.357774,0.062442,0.421796,0.074026,-6,-50
"ORTHOPYROXENITE",51.79,2.67,5.98,0.778,3.36,0.841,0.292,0.936,0.164,1.04,0.225,0.66,0.106,0.686,0.107,36.5,93
"ORTHOPYROXENITE",46.58,1.3,2.87,0.38,1.6,0.37,0.12,0.43,0.08,0.52,0.12,0.36,0.06,0.41,0.07,36.5,93
"ORTHOPYROXENITE",53.34,3.48,7.08,0.836,3.24,0.717,0.172,0.734,0.125,0.801,0.175,0.516,0.0848,0.575,0.0919,36.5,93
"ORTHOPYROXENITE, XENOLITH",59.61,0.889,2.387,0.34,1.714,0.521,0.129,0.498,0.086,0.483,0.107,0.283,0.043,0.289,0.046,56.65,161.4
"ORTHOPYROXENITE",52.9,0.4,0.91,0.14,0.72,0.22,0.06,0.32,0.06,0.39,0.093,0.33,0.053,0.42,0.067,-22,47
"ORTHOPYROXENITE",47.95,1.4,2.98,0.38,1.7,0.43,0.11,0.42,0.07,0.53,0.12,0.39,0.06,0.44,0.07,36.5,93
"ORTHOPYROXENITE",51.08,2.06,4.22,0.545,2.34,0.625,0.473,0.72,0.125,0.768,0.161,0.447,0.0653,0.41,0.0596,36.5,93
"ORTHOPYROXENITE",52.72,2.601,4.963,0.718,3.344,0.877,0.272,1.012,0.169,1.181,0.258,0.741,0.121,0.78,0.121,-24.8446,30.0282
"ORTHOPYROXENITE",52.6257179,0.239560190690831,1.04305296044411,0.213043121036279,1.23884818905425,0.447275773499696,0.140248652965522,0.766599576402771,0.171966954629475,1.33272998042576,0.309761543886764,0.921068823323026,0.144534183187429,0.98060751080056,0.159213894607856,65.00281,-51.74396
"ORTHOPYROXENITE",54.2,3.54,8.66,1.03,3.99,1.03,0.17815051511549,1.06689858593444,0.163,1.12,0.202,0.698,0.105,0.557,0.114,36.5,93
"ORTHOPYROXENITE",52.51,2.64,7.12,1.26,7.03,2.8,0.88,3.34,0.47,2.38,0.4,1.07,0.15,0.94,0.13,31,117
"ORTHOPYROXENITE",50.2577754246341,3.11309364073427,6.87744558521561,0.778205398696866,2.79648244958925,0.57420583898555,0.212053744493392,0.610009317621266,0.108237947122862,0.692728938661237,0.142838544891641,0.451036734693878,0.0760169491525424,0.477863039399625,0.0827095808383234,0.75,10.25
"ORTHOPYROXENITE",52.7,0.72,2.16,0.36,1.88,0.56,0.17,0.63,0.1,0.65,0.14,0.41,0.055,0.42,0.065,-22,47
"ORTHOPYROXENITE",52.4632075372946,1.36079391891892,1.81362386511025,0.218069508196721,0.803756884343037,0.181446472019465,0.0910659133709981,0.220308300395257,0.0415970873786408,0.364110227874934,0.0745104166666667,0.269835348837209,0.0472740524781341,0.32,0.0566978193146417,0.75,10.25
"ORTHOPYROXENITE",53.6725378,0.170981728434285,0.626639759909416,0.117242888252292,0.675752479978378,0.216169321890715,0.0838714822971078,0.338629039722053,0.0775103193519308,0.554459524536895,0.132383847120935,0.402614329486328,0.0631463255467707,0.423155588481548,0.0701814473697616,65.00132,-51.76256
"ORTHOPYROXENITE",40.77,1.2,3.45,0.49,2.39,0.76,0.35,0.96,0.19,1.18,0.24,0.71,0.1,0.61,0.1,7,-6
"ORTHOPYROXENITE",41.56,7.6,16,1.74,6.7,1.41,0.47,1.49,0.22,1.45,0.3,0.92,0.14,0.88,0.15,51.7611,-86.7307
"ORTHOPYROXENITE",56.86,2.478,4.702,0.625,2.477,0.517,0.126,0.424,0.051,0.212,0.035,0.0857,0.0121,0.073,0.012,30.5011,116.305
"ORTHOPYROXENITE",53.9707117970701,0.919229781771502,2.81024091293322,0.330256179775281,1.22075,0.285432645631068,0.0914986123959297,0.310211123723042,0.0553531300160514,0.42122972972973,0.0885609523809524,0.30075703564728,0.0512973760932945,0.339269976359338,0.059921875,0.75,10.25
"ORTHOPYROXENITE",56.34,1.72,1.943,0.369,1.726,0.484,0.138,0.541,0.101,0.6542,0.136,0.371,0.048,0.293,0.0488,30.5011,116.305
"ORTHOPYROXENITE, PLAGIOCLASE",50.1,1.13,2.58,0.33,1.47,0.39,0.11,0.54,0.09,0.72,0.16,0.57,0.09,0.66,0.11,68,33
"ORTHOPYROXENITE",54.8639352389772,2.57428058242109,3.88303719180944,0.4633531269741,1.72309035687168,0.383873697118332,0.127189873417722,0.436148514851485,0.0786206896551724,0.544109702457956,0.113951577287066,0.36135497049478,0.0611773255813954,0.419948196114709,0.066,0.75,10.25
"ORTHOPYROXENITE",71.81,13.6,29.2,3.13,10.7,3.37,0.277391919824038,4.02685867567246,0.896519069785301,6.38,1.37,3.65,0.668,3.65,0.549,36.5,93
"ORTHOPYROXENITE, PLAGIOCLASE",53.18,0.8,1.8,0.23,1.03,0.26,0.12,0.35,0.06,0.4,0.09,0.39,0.04,0.32,0.05,68,33
"ORTHOPYROXENITE",55.15,42.32,75.77,7.9,28.08,4.1,0.87,3.05,0.52,3.31,0.69,1.87,0.29,1.85,0.26,31,117
"ORTHOPYROXENITE, OLIVINE",46.4,1,1.7,0.19,0.7,0.16,0.03,0.18,0.03,0.24,0.06,0.24,0.03,0.38,0.06,-6,-50
"ORTHOPYROXENITE",53.48,0.16,0.28,0.03,0.16,0.09,0.06,0.4,0.1,0.79,0.16,0.43,0.06,0.41,0.06,31,117
"ORTHOPYROXENITE",52.65,0.76436622133393,1.2761582577733,0.169149784670383,0.706686417828673,0.32631784495904,0.172298474111719,1.10990386454218,0.28315179163414,1.90581304183677,0.381458076673145,1.03575048868966,0.144676819647893,0.974127779957635,0.144500686796667,31,117
"ORTHOPYROXENITE, XENOLITH",47.7,0.81,1.06,0.2,0.93,0.3,0.15,0.3,0.04,0.24,0.04,0.12,0.02,0.15,0.02,40.5,114.5
"ORTHOPYROXENITE",51.8324424,1.00831978433082,2.71890108135116,0.453928449548457,2.15633139395495,0.681306530864187,0.223359066480588,1.08844940442658,0.236486772425096,1.73576081238046,0.396409758722978,1.119098939566,0.182281483205476,1.19189684010232,0.18872556799043,64.99815,-51.75637
"ORTHOPYROXENITE",44.85,0.4,0.41,0.08,0.34,0.22,0.12,0.82,0.23,1.67,0.39,1.13,0.17,1.12,0.17,31,117
"ORTHOPYROXENITE",53.3574982520384,1.59183340549903,3.22262763268745,0.382538363171355,1.45153757668712,0.320406015037594,0.0873976234003656,0.422763473889975,0.0718853503184713,0.491108115115375,0.102824375,0.344888536474853,0.0611773255813954,0.392928739971685,0.0665902140672783,0.75,10.25
"ORTHOPYROXENITE",53.8417205786607,1.31567998724625,2.49623819473464,0.302357548957675,1.17376993166287,0.291422440220723,0.113278481012658,0.329336633663366,0.0589655172413793,0.46455575679172,0.100412776025237,0.335614616432138,0.0611773255813954,0.397692876965772,0.068,0.75,10.25
"ORTHOPYROXENITE, OLIVINE, XENOLITH",49.15,0.78,2.61,0.59,4.23,1.87,0.24,1.93,0.33,1.67,0.34,0.9,0.13,0.71,0.1,37.65,-1.15
"ORTHOPYROXENITE, OLIVINE",53.73,11.734,23.137,2.616,9.602,2.158,0.612,2.393,0.391,2.444,0.516,1.598,0.255,1.591,0.232,22.5671,85.8928333333333
"ORTHOPYROXENITE",48.73,9.009,17.434,2.06,7.76,1.8072,0.59,2.935,0.6784,4.463,0.8784,2.301,0.338,2.225,0.352,30.5011,116.305
"ORTHOPYROXENITE",53.51,7.43,15.6,1.83,7.22,1.69,0.348,1.82,0.303,1.83,0.376,1.06,0.166,1.05,0.153,36.5,93
"ORTHOPYROXENITE",56.68,0.201,0.536,0.054,0.2,0.0633,0.025,0.115,0.0259,0.188,0.042,0.117,0.017,0.108,0.016,30.5011,116.305
"ORTHOPYROXENITE",53.4568455,0.539633383622368,1.70112743316697,0.267892661533044,1.23969067800528,0.392141427146371,0.135492747416722,0.596957776224142,0.122186865052366,0.934512655273167,0.213537723758766,0.647988317561165,0.106750561845507,0.707168179047122,0.119185800284551,65.0001,-51.7529
"ORTHOPYROXENITE",49.71,0.694153522380783,1.20063278674651,0.135186154701922,0.503853843182743,0.105278079545952,0.0443826646259994,0.201185609668709,0.0454633296250669,0.2616030510247,0.0437559807676344,0.100288402991077,0.0107974668683434,0.0721169009819568,0.00714669973975518,31,117
"ORTHOPYROXENITE, XENOLITH",53.8,0.44,1.08,0.13,0.46,0.12,0.05,0.18,0.03,0.23,0.05,0.16,0.02,0.18,0.03,40.1382,114.1468
"ORTHOPYROXENITE",53.93,0.48,1.09,0.14,0.63,0.17,0.07,0.22,0.04,0.27,0.06,0.2,0.03,0.21,0.04,68,33
"ORTHOPYROXENITE, TREMOLITE",56.1758189,1.23446242052278,2.84434309806441,0.385636591213487,1.61407521117502,0.44026267958058,0.180250821161341,0.478570283745189,0.0897046466885917,0.572719426965171,0.11362893506126,0.32153831892992,0.0454880875891908,0.262516526011737,0.0451827831520382,64.9052833333333,-51.20035
"ORTHOPYROXENITE",53.77,0.52,1.3,0.18,0.87,0.24,0.08,0.32,0.05,0.37,0.08,0.27,0.04,0.29,0.05,68,33
"ORTHOPYROXENITE",45.5,1.2,2.95,0.41,1.9,0.53,0.15,0.54,0.1,0.65,0.14,0.42,0.06,0.43,0.07,36.5,93
"ORTHOPYROXENITE",53.5862429652608,4.00995410839161,6.4613067761807,0.773383803909401,2.82335324869305,0.591606015924506,0.198497797356828,0.691803781858043,0.118964230171073,0.815429880376686,0.162769504643963,0.529176870748299,0.0857627118644068,0.559305816135084,0.092440119760479,0.75,10.25
"ORTHOPYROXENITE, PLAGIOCLASE",51.03,1.14,2.55,0.31,1.34,0.33,0.12,0.41,0.07,0.49,0.11,0.37,0.06,0.42,0.07,68,33
"ORTHOPYROXENITE",51.32,4.18,9.04,1.17,4.71,1.09,0.35,1.08,0.17,1.1,0.22,0.67,0.11,0.71,0.1,66,25
"ORTHOPYROXENITE",49.04,0.131,0.28,0.028,0.1062,0.0249,0.0115,0.0345,0.0042,0.0235,0.005,0.0129,0.0014,0.0108,0.002,30.5011,116.305
"ORTHOPYROXENITE",52.6997640664856,1.42990577312987,2.83241094736842,0.347888066902541,1.29966894977169,0.311574248405709,0.128415760869565,0.346471589349437,0.071,0.489297297297297,0.105123961661342,0.351010849909584,0.0594491525423729,0.417793036750484,0.07641065830721,0.75,10.25
"ORTHOPYROXENITE",52.79,0.505,1.645,0.225,1.145,0.409,0.147,0.71,0.168,1.221,0.272,0.80446,0.1303,0.892,0.141,30.5011,116.305
"ORTHOPYROXENITE",52.66,3.64,9.18,1.28,5.79,1.58,0.37,1.75,0.299,1.83,0.375,1.03,0.152,0.945,0.141,36.5,93
"ORTHOPYROXENITE",52.81,1.126,3.102,0.442,1.958,0.5691,0.185,0.8014,0.169,1.198,0.262,0.741,0.109,0.733,0.123,30.5011,116.305
"ORTHOPYROXENITE",53.24,2.183631,3.540892,0.338455,1.377257,0.29393,0.124653,0.35014,0.062528,0.430335,0.10061625,0.357907,0.058753,0.39321765,0.063671,-6,-50
"ORTHOPYROXENITE",51.3,1.87,5.03,0.787,3.86,1.21,0.357,1.49,0.267,1.67,0.359,1.01,0.156,0.98,0.147,36.5,93
"ORTHOPYROXENITE",53.0703545889434,4.9938789781338,11.3722240943555,1.2996368286445,4.50144171779141,0.87741954887218,0.158722120658135,0.890715442613795,0.142772292993631,0.894623800881514,0.17100140625,0.552414589941097,0.0902616279069767,0.578533270410571,0.0974006116207951,0.75,10.25
"ORTHOPYROXENITE",55.1769918,7.33809506228951,18.74084214527,2.76263875294013,11.7446369409868,2.57565460862492,0.536125072951144,2.17730795061503,0.356637178668756,2.19089398488997,0.451541025949509,1.27982690582982,0.188469394767503,1.17874887331895,0.192533490216049,65.00006,-51.75303
"ORTHOPYROXENITE",51.49,1.65,3.72,0.518,2.39,0.698,0.334,0.832,0.147,0.929,0.203,0.584,0.0908,0.574,0.0889,36.5,93
"ORTHOPYROXENITE",53.8775289487953,0.282,1.106,0.132,0.488,0.126,0.038,0.135,0.03,0.266,0.05865,0.196,0.038,0.275,0.048,0.75,10.25
"ORTHOPYROXENITE",47.31,12.283,25.241,3.032,11.05,2.3062,0.682,3.247,0.746,5.5504,1.24,3.523,0.559,3.859,0.62,30.5011,116.305
"ORTHOPYROXENITE",51.7,2.91,7.95,1.02,4.28,0.977,0.185249451801514,0.955295728434636,0.187,1.31,0.262,0.789,0.112,0.616,0.116,36.5,93
"ORTHOPYROXENITE",54.1548518424193,0.974200176658938,2.27426857142857,0.27639552238806,1.01622320768662,0.228068396226415,0.0876503067484663,0.280422018348624,0.05225,0.414990549169859,0.0841529411764706,0.295663732394366,0.051551724137931,0.355006060606061,0.0613023952095808,0.75,10.25
"ORTHOPYROXENITE, OLIVINE",52.98,8.297,16.449,1.934,7.237,1.691,0.512,1.885,0.328,2.009,0.428,1.324,0.217,1.293,0.191,22.5678333333333,85.9013166666667
"ORTHOPYROXENITE",52.1392529083189,2.26515487753378,5.06201210549071,0.575744262295082,2.17368214004721,0.497482360097324,0.140738229755179,0.568537549407115,0.107543689320388,0.768453630100689,0.152459775641026,0.528512093023256,0.0895189504373178,0.604,0.103271028037383,0.75,10.25
"ORTHOPYROXENITE",54.7957401946834,1.65823454605772,3.46867132867133,0.415570621468927,1.48749066467513,0.311864598866686,0.102163357400722,0.353737496546007,0.0621084905660377,0.473277691911386,0.096571114599686,0.322784075573549,0.0555172413793103,0.372917549516352,0.062,0.75,10.25
"ORTHOPYROXENITE, OLIVINE",37.3,0.84,1.82,0.23,0.94,0.24,0.06,0.24,0.05,0.32,0.06,0.2,0.04,0.23,0.03,66,25
"ORTHOPYROXENITE",51.308765042957,4.91636436458108,9.13061246840775,1.0989283887468,4.22355061349693,0.988822255639098,0.256165447897623,1.07548617704552,0.192692675159236,1.23613585688359,0.25370796875,0.782669687358405,0.131380813953488,0.821398773006135,0.132186544342508,0.75,10.25
"LHERZOLITE, XENOLITH",44.9,1.29,3.21,0.42,1.87,0.436,0.16,0.526,0.084,0.527,0.112,0.315,0.043,0.297,0.044,36.55,118.75
"ORTHOPYROXENITE, OLIVINE",39.5,1.82,4.17,0.536,2.25,0.581,0.212517081935806,0.6148450271517,0.116,0.688,0.148,0.389,0.0504,0.339,0.0729,36.5,93
"ORTHOPYROXENITE",51.7990926606134,4.54161696248273,9.11635269536147,1.06806822488945,3.97013287775247,0.86220846106683,0.288164556962025,0.93262596259626,0.159206896551724,1.01259404915912,0.197440851735016,0.628658647299138,0.103299418604651,0.626051803885291,0.1,0.75,10.25
"ORTHOPYROXENITE",51.9822834316195,2.093,3.076,0.37,1.34,0.292,0.102,0.326,0.059,0.454,0.0943,0.313,0.053,0.361,0.061,0.75,10.25
"ORTHOPYROXENITE",53.5618835865554,3.0133827668326,7.14470176916597,0.828667519181586,2.99077837423313,0.616165413533835,0.165754113345521,0.658747835800056,0.117812101910828,0.772584910552243,0.15758953125,0.511897598550068,0.0872529069767442,0.576558754129306,0.0974006116207951,0.75,10.25
"ORTHOPYROXENITE, PLAGIOCLASE",51.58,1.52,3.3,0.41,1.71,0.39,0.13,0.46,0.07,0.51,0.12,0.37,0.06,0.42,0.07,68,33
"ORTHOPYROXENITE",53.12,1.2,2.29,0.26,1,0.24,0.05,0.25,0.05,0.35,0.08,0.25,0.04,0.29,0.05,36.5,93
"ORTHOPYROXENITE",50.7,3.22,6.56,0.92,3.79,0.95,0.26,0.96,0.17,1.1,0.22,0.72,0.12,0.73,0.11,66,25
"ORTHOPYROXENITE",53.16,0.17,0.442,0.067,0.319,0.098,0.037,0.13,0.021,0.141,0.032,0.106,0.016,0.128,0.024,-72.9227,165.8043
"ORTHOPYROXENITE",56.08,0.742,1.709,0.165,0.532,0.119,0.037,0.194,0.0441,0.279,0.0533,0.148,0.0225,0.145,0.023,30.5011,116.305
"ORTHOPYROXENITE",54.13,1.04,1.92,0.21,0.83,0.21,0.08,0.42,0.09,0.64,0.12,0.33,0.04,0.24,0.04,31,117
"ORTHOPYROXENITE, OLIVINE",40.93,1.72,3.62,0.45,1.88,0.42,0.15,0.44,0.07,0.46,0.09,0.28,0.05,0.27,0.05,66,25
"ORTHOPYROXENITE",52.64,3.652,6.9425,1.065,4.73225,0.995,0.3115,1.05166666666667,0.177,1.09366666666667,0.229,0.692666666666667,0.092,0.668333333333333,0.099,65.90115,33.78265
"ORTHOPYROXENITE",49.75,3.31,6.16,0.7,2.64,0.65,0.28,1.57,0.38,2.71,0.59,1.69,0.25,1.62,0.25,31,117
"ORTHOPYROXENITE",54.19019930821,1.56302401955574,3.56126034266611,0.382855337965888,1.41964692482916,0.346692213366033,0.11526582278481,0.401533553355336,0.0756724137931034,0.528395342820181,0.109438643533123,0.371255106672719,0.0631831395348837,0.418980573543016,0.074,0.75,10.25
"ORTHOPYROXENITE",56.86,0.801,1.573,0.182,0.7034,0.1451,0.04,0.159,0.024,0.133,0.023,0.058,0.008,0.05,0.008,30.5011,116.305
"ORTHOPYROXENITE",50.45,1.74,3.51,0.44,1.79,0.4,0.21,0.4,0.07,0.48,0.1,0.32,0.06,0.38,0.05,66,25
"ORTHOPYROXENITE",45.3,1.1,2.58,0.36,1.7,0.5,0.14,0.56,0.1,0.67,0.14,0.44,0.07,0.45,0.07,36.5,93
"ORTHOPYROXENITE",53.7,0.28,0.61,0.08,0.36,0.09,0.04,0.12,0.02,0.13,0.03,0.1,0.02,0.1,0.02,68,33
"ORTHOPYROXENITE, OLIVINE",46.69,0.87,1.79,0.21,0.94,0.23,0.07,0.22,0.04,0.27,0.05,0.17,0.03,0.17,0.03,66,25
"PANTELLERITIC RHYOLITE",67.02,135.1,244.1,28.12,103.2,20.31,3.46,18.82,3.11,18.28,3.52,10.54,1.46,9.87,1.43,36.83511,11.96942
"PANTELLERITIC RHYOLITE",68,93.43,191.5,22.62,85.88,17.68,2.969,15.75,2.604,15.61,3.084,8.732,1.319,8.731,1.328,8.35,39.18
"PANTELLERITIC RHYOLITE",68.6112650238115,121.790944456027,235.595166943124,23.9900437953207,112.681077662761,24.2212814845487,5.98250351897002,24.3317829004589,3.75081004049864,25.6866636039301,5.03239135785319,15.5765891209636,2.16365579943221,15.02036561308,2.10738291568668,8.97,39.9
"PANTELLERITIC RHYOLITE",67.91,94.41,196.9,22.79,86.96,17.92,2.997,16.26,2.675,16.04,3.173,9.009,1.368,9.033,1.374,8.35,39.18
"PANTELLERITIC RHYOLITE",70.16,96.81,197.7,23.29,87.62,18.17,3.503,16.55,2.74,16.21,3.219,9.086,1.35,8.911,1.357,8.35,39.18
"PANTELLERITIC RHYOLITE",67.67,320,676,69.9,228,43.7,0.701,35.9,6.45,41.5,8.24,25.4,4.16,29.7,4.75,37.389,-116.6611
"PANTELLERITIC RHYOLITE",73.03,158,218,41.3,150,26.9,3.38,18.3,2.8,15.1,2.9,8.5,1.32,8.5,1.21,7,40
"PANTELLERITIC RHYOLITE",66.51,207,386,43.4,153,30.6,4.36,30,5.19,29.9,5.85,17.4,2.52,15.7,2.27,36.8,12
"PANTELLERITIC RHYOLITE",66.13,202,378,41.3,149,30,4.3,29,4.97,28.7,5.63,16.5,2.47,15.1,2.14,36.8,12
"PANTELLERITIC RHYOLITE",68.84,209.8,412,48.59,181.6,37.14,5.569,33.75,5.547,33.26,6.472,18.49,2.769,18.25,2.778,8.35,39.18
"PANTELLERITIC RHYOLITE",70.63,287.2,580.3,67.84,258.4,53.55,9.081,49.26,8.081,49.28,9.381,26.32,3.889,25.19,3.745,8.35,39.18
"PANTELLERITIC RHYOLITE",66.96,96.03,205.6,22.05,80.58,16.14,2.237,14.5,2.412,14.58,2.948,8.398,1.262,8.519,1.291,8.35,39.18
"PANTELLERITIC RHYOLITE",73.18,65,158,19,75.2,16.4,1.8,15,3,20,4.2,14,1.9,13,1.9,43.1,101.085
"PANTELLERITIC RHYOLITE",70.8,316,549,57.1,211,41.4,4.89,37.7,6.82,38.8,7.59,23,3.46,20.4,2.93,36.7594,11.9994
"PANTELLERITIC RHYOLITE",69.13,69,162,18,70,12.7,0.64,11.3,1.84,12.1,2.54,8.4,1.33,10.1,1.53,56,93
"PANTELLERITIC RHYOLITE",72.24,129.013333333333,252.586666666667,25.74,109.026666666667,22.8633333333333,3.94666666666667,21.91,3.49333333333333,23.6733333333333,4.77333333333333,13.8066666666667,1.94933333333333,13.59,2.026,8.97,39.9
"PANTELLERITIC RHYOLITE",73.13,186,377,47,178,35.4,5.09,32.8,5.8,33.6,6.4,18.1,2.87,18.3,2.59,7,40
"PANTELLERITIC RHYOLITE / RHYOLITE",70.8,90,194,22,87,18.7,3.5,16.1,3.13,18.9,4,11,1.78,9.9,1.43,8.12,39.14
"OBSIDIAN",71.2963554279515,195.525073239256,403.064527769065,45.1876991895201,185.032762193367,37.6926728394723,7.3807091560331,34.063510153977,5.45505564471307,33.2652563053901,6.33881447022265,19.3140712142277,2.82300207025835,18.0731661029105,2.6139347313778,7.77725,38.76988
"PANTELLERITIC RHYOLITE",67.64,206.35,383.06,39.09,144.27,30.52,4.06,27.65,4.82,26.86,5.35,16.81,2.47,14.54,1.99,36.8183,12.0036
"PANTELLERITIC RHYOLITE",73.28,67,167,19,92.5,20.13,2,16,3.1,19,4.3,13,2.2,14,2.1,43.1,101.085
"PANTELLERITIC RHYOLITE",69.25,217.4,471.68,48.6,171.91,30.76,0.53,38.63,1.72,26.91,5.58,12.97,1.91,13.96,1.96,42,128.07
"PANTELLERITIC RHYOLITE",70.96,242,492,56.1,210,39.4,3.69,34.4,5.9,35.3,7,19.8,2.92,19,2.84,7,40
"PANTELLERITIC RHYOLITE",73.61,84,178,23,96,22,2.4,21,3.9,25,5.5,16,2.5,16,2.6,43.1,101.085
"PANTELLERITIC RHYOLITE",68.58,252,463,54.4,179,37.1,5.31,33.5,6.24,34,6.62,20.3,2.95,17.8,2.62,36.7825,11.9864
"PANTELLERITIC RHYOLITE",67.94,142.8,225.5,33.1,111.4,14.4,1.38,11.81,1.39,7.2,1.3,3.94,0.56,3.79,0.56,50,108
"PANTELLERITIC RHYOLITE",67.51,207.8,377.6,40.76,145.8,28.48,4.46,26.42,4.42,26.36,5.46,15.25,2.28,14.57,2.1,36.77172,11.956
"PANTELLERITIC RHYOLITE",72.55,102.5,207.3,24.21,90.92,18.69,3.153,17.24,2.814,16.93,3.319,9.482,1.406,9.363,1.424,8.35,39.18
"PANTELLERITIC RHYOLITE",70.73,107.5,226.5,27.14,104,23.11,1.549,22.71,3.906,24.54,5.005,14.67,2.263,15.03,2.324,38.67,42.2
"PANTELLERITIC RHYOLITE",68.78,184.7,344.9,38.45,138.5,26.86,4.2,25.17,4.32,25.91,4.97,15.03,2.16,13.97,1.98,36.76811,11.95942
"PANTELLERITIC RHYOLITE",67.35,83,166.7,19.05,70.28,14.07,2.094,12.58,2.1,12.74,2.565,7.341,1.119,7.672,1.173,8.35,39.18
"PANTELLERITIC RHYOLITE",73.74,83,184,24,99,22,2.9,21,4.1,26,5.9,17,2.6,17,2.7,43.1,101.085
"PANTELLERITIC RHYOLITE",66.52,182,342,37.2,134,27.4,3.95,26.2,4.45,26,4.98,15,2.18,13.6,1.91,36.8,12
"PANTELLERITIC RHYOLITE",70.54,131,264.8,30.55,113.5,23.08,2.961,21.03,3.512,21.2,4.166,11.92,1.783,11.95,1.822,8.35,39.18
"PANTELLERITIC RHYOLITE",72.83,50,174,14,56,13,1.7,13,2.5,16,3.6,11,1.8,12,1.8,43.1,101.085
"PANTELLERITIC RHYOLITE",67.76,206,362,37.6,141,27.7,3.5,24.9,4.44,25,5.03,15.1,2.21,13.4,2.02,36.8044,11.9289
"PANTELLERITIC RHYOLITE",70.1,132.3,264.5,30.98,116.5,23.51,3.436,21.58,3.494,21.09,4.136,11.8,1.72,11.46,1.744,8.35,39.18
"PANTELLERITIC RHYOLITE",73.77,112.1,216.5,25.55,96.36,19.23,2.578,17.64,2.919,17.83,3.528,10.09,1.475,9.669,1.449,8.35,39.18
"PANTELLERITIC RHYOLITE",70.92,100.9,205,23.83,89.26,18.49,2.385,16.23,2.722,16.09,3.183,9.083,1.362,9.075,1.381,8.35,39.18
