"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"PERIDOTITE [10277]",38.37,1.58,4.03,0.607,3.02,0.86,0.292,1.146,0.203,1.326,0.283,0.868,0.125,0.81,0.121,61.5,-73.7
"HARZBURGITE, SPINEL, XENOLITH [15522] / PERIDOTITE, SPINEL, XENOLITH [16938]",43.11,0.97,2.66,0.38,1.67,0.43,0.14,0.38,0.045,0.23,0.032,0.078,0.009,0.054,0.01,40.8,114.5
"PERIDOTITE [24304]",45.73,0.303,0.528,0.068,0.269,0.06,0.02,0.066,0.012,0.075,0.017,0.05,0.008,0.05,0.008,36,94.9
"PERIDOTITE, PYROXENE [22489]",34.81,0.07,0.13,0.02,0.08,0.02,0.01,0.03,0.01,0.04,0.01,0.03,0.01,0.04,0.01,43,117
"PERIDOTITE [26828]",49.4431580108061,9.5,19.5,2.25,9,1.96,0.57,2.15,0.34,2.27,0.49,1.42,0.22,1.4,0.22,27.9,108.7
"PERIDOTITE, XENOLITH [16613]",44.75,0.252,0.47,0.06,0.311,0.12,0.052,0.22,0.044,0.3,0.068,0.2,0.032,0.227,0.04,40.5,114.5
"LHERZOLITE, SPINEL, XENOLITH [12269] / PERIDOTITE, XENOLITH [12608]",43.5,2.09,3.51,0.373,1.29,0.161,0.043,0.105,0.012,0.062,0.009,0.026,0.003,0.024,0.004,73.291,-93.967
"PERIDOTITE, GARNET, XENOLITH [19627] / HARZBURGITE, GARNET, XENOLITH [14820]",43.14,1.3,1.98,0.205,0.75,0.122,0.037,0.108,0.013,0.064,0.01,0.024,0.003,0.018,0.003,66.43485,112.31798
"PERIDOTITE [26667]",44.45,10.74,20.42,2.33,4.26,1.12,0.52,1.74,0.29,1.8,0.37,1.07,0.16,0.99,0.16,52.2386,102.9669
"PERIDOTITE [25038]",42.92,2.088,5.267,0.772,3.34,1.007,0.521,1.387,0.239,1.374,0.278,0.711,0.099,0.641,0.099,25.3,109.2
"PERIDOTITE [22017]",36.4826682,0.0789602188409309,0.132046712510822,0.0123706449064634,0.0329811316318137,0.00416072608496702,0.00159885536859446,0.0063644182844819,0.00127578749706136,0.00814096936104265,0.00231039929888399,0.00830905996383916,0.00138650347789896,0.0166819738669658,0.00590022670939237,64.99135,-51.546
"PERIDOTITE [24582]",40.69,0.86,1.62,0.23,1.02,0.25,0.15,0.26,0.04,0.22,0.04,0.13,0.02,0.13,0.02,56.961176,-6.348527
"PERIDOTITE, GARNET, XENOLITH [16649] / PERIDOTITE, XENOLITH [12608]",41.01,14.8,23.4,2.32,7.64,0.974,0.247,0.637,0.07,0.325,0.055,0.131,0.019,0.121,0.019,65.9865,-111.4817
"PERIDOTITE [13958]",45.35,18.8,41.3,5.1,19.61,4.185,1.26,4.2,0.62,3.29,0.59,1.65,0.2,1.26,0.19,26.7,102.2
"PERIDOTITE, XENOLITH [23811]",44.73,1.15,1.75,0.25,1.16,0.26,0.15,0.6,0.079,0.64,0.15,0.5,0.062,0.57,0.065,54,113
"HARZBURGITE, SPINEL, XENOLITH [14820]",43.55,1.04,1.83,0.192,0.7,0.101,0.026,0.071,0.008,0.037,0.006,0.013,0.002,0.015,0.003,66.43485,112.31798
"HARZBURGITE, SPINEL, XENOLITH [15322] / PERIDOTITE, XENOLITH [12608]",45.55,0.443,1.07,0.182,0.85,0.164,0.047,0.121,0.014,0.064,0.01,0.021,0.003,0.013,0.002,-29.00359,28.86751
"PERIDOTITE, SPINEL, XENOLITH [25250]",44.84,0.5,0.7,0.05,0.4,0.13,0.07,0.3,0.05,0.4,0.1,0.28,0.05,0.3,0.05,51.9025,-121.257
"PERIDOTITE, XENOLITH [24349]",44.92,2.418,4.746,0.579,2.322,0.503,0.161,0.483,0.076,0.493,0.095,0.277,0.041,0.261,0.039,49.58,123.75
"PERIDOTITE, XENOLITH [11945]",34.9,7.74,12.7,1.24,4.48,0.73,0.19,0.67,0.07,0.26,0.04,0.09,0.01,0.09,0.01,42.3,123.8
"PERIDOTITE, XENOLITH [24349]",44.33,0.705,1.293,0.166,0.649,0.136,0.038,0.117,0.018,0.107,0.022,0.06,0.011,0.063,0.011,49.58,123.75
"PERIDOTITE, GARNET, XENOLITH [17870] / LHERZOLITE, GARNET, XENOLITH [17406]",42.9,2.79,2.73,0.49,1.8,0.32,0.1,0.31,0.05,0.25,0.05,0.13,0.02,0.11,0.017,-3,37.3
"PERIDOTITE [18733]",42.34,18.5,43.3,5.41,20,4.28,0.947,4.13,0.62,3.34,0.6,1.6,0.218,1.31,0.184,48.58,-86.28
"PERIDOTITE [8521]",40.93,0.11,0.26,0.04,0.13,0.04,0.01,0.03,0.01,0.04,0.01,0.04,0.01,0.05,0.02,39.0245,114.1269
"PERIDOTITE, XENOLITH [16630]",45.23,0.14,0.4,0.069,1.804,0.8746,0.066,0.23,0.053,0.38,0.1,0.25,0.042,0.3,0.048,43.73,127.34
"PERIDOTITE, XENOLITH [21575]",44.8611598784654,1.90993677720586,3.32653166955387,0.350679562059778,1.3895969794792,0.222988408718738,0.0840314163174794,0.18474730302526,0.0238366020130026,0.134778845726523,0.0253602486823553,0.0633771157375477,0.0105738994431073,0.0676963469428479,0.0128090044197139,66.43485,112.31798
"PERIDOTITE [13997]",46.2,1.03,2.96,0.55,3.08,1.16,0.2,1.7,0.32,2.24,0.5,1.55,0.23,1.59,0.24,63.1383,-50.6133
"LHERZOLITE, SPINEL, XENOLITH [20990]",45,0.05,0.11,0.01,0.027,0.105,0.01,0.07,0.02,0.19,0.05,0.15,0.03,0.18,0.03,35.9533,-109.0227
"PERIDOTITE, XENOLITH [23811]",45,1.3,1.39,0.32,1.34,0.57,0.19,0.51,0.081,0.6,0.12,0.25,0.038,0.43,0.044,54,113
"PERIDOTITE [25964]",49.7,2,4.4,0.71,3,0.98,0.27,1.24,0.2,1.18,0.23,0.59,0.11,0.46,0.1,69.624628,25.38368
"PYROXENITE, AUGITE [13164]",49.63,1.16,2.69,0.41,2.15,0.78,0.33,1.27,0.24,1.62,0.36,1.04,0.15,0.98,0.15,40.5,114.5
"PERIDOTITE, XENOLITH [19271]",41.84,3.53,6.96,0.68,2.31,0.35,0.09,0.26,0.04,0.21,0.04,0.11,0.02,0.11,0.02,6.44,10.3
"PERIDOTITE, XENOLITH [19271]",43.44,0.66,0.91,0.13,0.52,0.12,0.05,0.17,0.03,0.2,0.04,0.14,0.02,0.15,0.02,6.44,10.3
"PERIDOTITE, SPINEL, XENOLITH [16649] / PERIDOTITE, XENOLITH [12608]",45.64,1.04,1.77,0.197,0.708,0.086,0.023,0.048,0.005,0.025,0.004,0.006,0.001,0.005,0.001,65.9865,-111.4817
"PERIDOTITE, XENOLITH [23355]",41.56,0.951,1.671,0.263,1.254,0.366,0.104,0.368,0.062,0.357,0.081,0.217,0.032,0.213,0.036,56.65,161.4
"PERIDOTITE, HORNBLENDE [28708]",40.37,1.38,2.7,0.42,2.07,0.71,0.25,0.89,0.17,1.11,0.24,0.68,0.09,0.64,0.1,-28.88101,118.11988
"HARZBURGITE, GARNET, XENOLITH [15322] / PERIDOTITE, XENOLITH [12608]",47.95,1.92,3.79,0.481,1.85,0.309,0.09,0.229,0.03,0.128,0.018,0.038,0.005,0.024,0.004,-28.98906,28.61115
"PERIDOTITE, OLIVINE-PYROXENE-SPINEL, XENOLITH [20303] / LHERZOLITE, SPINEL, XENOLITH [22070]",43.6,0.76,1.79,0.26,1.082,0.307,0.11,0.38,0.07,0.46,0.09,0.29,0.04,0.29,0.05,53,-121
"LHERZOLITE, PLAGIOCLASE-SPINEL, XENOLITH [19201]",44.96,0.0378,0.0792,0.0099,0.0401,0.0114,0.0048,0.0265,0.007,0.0646,0.0188,0.0679,0.0126,0.0972,0.0166,-78.3984,163.8279
"PERIDOTITE [26422]",41.07,1.81,3.86,0.46,1.97,0.53,0.16,0.52,0.09,0.59,0.14,0.41,0.06,0.4,0.06,22,86
"PERIDOTITE, XENOLITH [12608]",42.6,1.12,1.94,0.236,0.856,0.154,0.05,0.163,0.026,0.146,0.03,0.086,0.015,0.112,0.021,66.352972,-51.463222
"PERIDOTITE [21684]",38.33,0.14,0.35,0.05,0.31,0.11,0.053,0.14,0.03,0.2,0.04,0.13,0.02,0.13,0.019,35.4144,74.1346
"PERIDOTITE, XENOLITH [22273]",42.42,0.28,0.68,0.11,0.44,0.14,0.06,0.13,0.04,0.14,0.04,0.09,0.03,0.09,0.03,12.5,102.5
"PERIDOTITE, XENOLITH [23168]",43.77,0.0865935108644768,0.306924612485797,0.0700738666109107,0.505624985529636,0.210592893411852,0.0934647498090014,0.340087666346468,0.0646750348933374,0.451412259474623,0.114094098607596,0.317518576195896,0.0514091362209726,0.343877812563566,0.0571843913588227,40.5,114.5
"PERIDOTITE [22523]",41.37,0.56,1.47,0.28,1.2,0.26,0.07,0.31,0.06,0.43,0.1,0.34,0.06,0.31,0.06,37.67,95.3
"PERIDOTITE, SPINEL, XENOLITH [16649] / PERIDOTITE, XENOLITH [12608]",44.36,8.61,13,1.39,4.88,0.619,0.163,0.4,0.035,0.15,0.021,0.045,0.007,0.037,0.005,65.9865,-111.4817
"HARZBURGITE, XENOLITH [15522] / HARZBURGITE, SPINEL, XENOLITH [20846] / PERIDOTITE, XENOLITH [20793] / PERIDOTITE, SPINEL, XENOLITH [16938]",44.39,2.27,3.56,0.42,1.78,0.33,0.086,0.29,0.04,0.17,0.028,0.062,0.009,0.06,0.01,40.8,114.5
"PERIDOTITE, XENOLITH [23507]",39.3,3.51,7.2,0.846,3.48,0.689,0.193,0.541,0.076,0.482,0.078,0.231,0.0303,0.213,0.0349,41,111
"PERIDOTITE [26638]",40.49,0.004,0.014,0.006,0.069,0.067,0.032,0.147,0.034,0.266,0.062,0.186,0.03,0.204,0.031,-3.58492975046427,-79.9937907835408
"LHERZOLITE, SPINEL, XENOLITH [12358] / PERIDOTITE, SPINEL, XENOLITH [12356]",45.45,0.65,1.43,0.24,1.17,0.39,0.16,0.57,0.1,0.73,0.16,0.45,0.067,0.44,0.071,54,113
"PERIDOTITE, XENOLITH [15972]",41.57,1.72,2.9,0.37,1.25,0.2,0.06,0.19,0.02,0.16,0.03,0.11,0.02,0.11,0.02,-28.3506,24.3981
"PERIDOTITE, HORNBLENDE [28708]",40.31,1.34,3.02,0.43,2.29,0.84,0.31,1.11,0.18,1.27,0.29,0.74,0.12,0.74,0.11,-28.87992,118.12173
"PERIDOTITE, SPINEL, XENOLITH [15947] / PERIDOTITE, XENOLITH [18573] / HARZBURGITE, SPINEL-GARNET, XENOLITH [5599]",47.55,0.245,0.85,0.076,0.317,0.0599,0.0233,0.0741,0.0121,0.103,0.0172,0.0465,0.00699,0.042,0.0063,37.2102,-119.2473
"PERIDOTITE, SPINEL, XENOLITH [25250]",46.05,0.5,1.1,0.09,0.6,0.19,0.09,0.39,0.08,0.57,0.13,0.37,0.06,0.37,0.06,51.9025,-121.257
"PERIDOTITE, OLIVINE-PYROXENE-SPINEL, XENOLITH [20303] / LHERZOLITE, SPINEL, XENOLITH [22070]",44.5,1.04,2.92,0.43,1.401,0.232,0.15,0.47,0.08,0.49,0.1,0.29,0.04,0.29,0.05,53,-121
"PERIDOTITE, XENOLITH [16687] / PERIDOTITE, GARNET, XENOLITH [16688]",41.02,3.26,5.37,0.601,2.21,0.42,0.154,0.487,0.08,0.489,0.113,0.335,0.055,0.366,0.06,73.47,-90.97
"PERIDOTITE, XENOLITH [15522]",42.73,0.061,0.138,0.016,0.072,0.019,0.007,0.027,0.006,0.041,0.009,0.033,0.006,0.046,0.009,40.1382,114.1468
