"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"BASALTIC-ANDESITE [15253]",53.6,9.3,20,2.7,12.4,3.4,1.22,3.5,0.58,3.6,0.72,1.9,0.27,1.65,0.26,44.17,-121.5
"BASALTIC-ANDESITE [11856]",54.15,32.71,69.16,8.38,33.52,6.56,1.73,5.96,0.97,5.52,1.13,3.44,0.52,3.39,0.54,35,112
"BASALTIC-ANDESITE [19963]",55.871,11.5737295,28.4544334,4.01671314,19.3501873,4.92724371,1.54384124,5.22076035,0.790587544,4.85485125,0.864791393,2.78891277,0.477268755,2.9849534,0.467793077,55.76458,160.43569
"BASALTIC-ANDESITE [9796]",53.81,6.12,14.2,1.99,9.28,2.59,0.909,3.14,0.539,3.49,0.755,2.2,0.327,2.17,0.338,38,140.75
"BASALTIC-ANDESITE [21081]",52.25,21.6,49.9,6.45,27.5,5.59,1.7,4.82,0.67,3.86,0.72,1.85,0.26,1.72,0.24,48,122
"BASALTIC-ANDESITE [15494]",54.75,17.85,36.55,4.47,19.54,4.66,1.54,4.4,0.67,3.99,0.79,2.1,0.29,1.82,0.29,63.3,153.75
"BASALTIC-ANDESITE [17503]",52.89,9.7,20.5,2.45,12.9,3.3,1.11,3.44,0.58,3.69,0.68,2.09,0.33,2.06,0.29,40,39
"BASALTIC-ANDESITE [24002]",48.75,23.1,51.2,7.26,31.6,6.89,2.08,7.07,1.01,5.7,1.15,3.26,0.45,2.75,0.43,42.5,92
"BASALTIC-ANDESITE [16502]",56.3228,5.04,11.496,1.76,7.91775,2.421,0.8055,2.793,0.493,2.9765,0.7105,1.857,0.2825,1.8155,0.295,-39.28,175.57
"BASALTIC-ANDESITE [27311]",52.77,38.27,85.23,11.02,48.26,9.51,2.6,8.19,1.27,6.17,1.12,3.21,0.46,2.91,0.46,32.25,58.25
"BASALTIC-ANDESITE [24590]",56.39,36.34,3.67,19.15,4.17,1.24,5.38,0.9,4.73,0.98,3.19,0.5,2.69,0.4,59,13.5,75.9
"BASALTIC-ANDESITE [12757]",52.57,51.8,109,13.8,56.9,11.1,3.23,9.54,1.36,7.54,1.4,3.6,0.47,3,0.42,26.825,102.175
"BASALTIC-ANDESITE [21408]",56.04,1.15,2.5,0.41,2.16,0.74,0.34,1.07,0.21,1.47,0.32,1.01,0.16,1.12,0.14,-15.85167,-173.75163
"BASALTIC-ANDESITE [20283]",52.77,8.3,18.5,2.6,11.5,2.9,0.9,2.8,0.5,2.9,0.6,1.6,0.2,1.5,0.2,18.96722,-101.71764
"BASALTIC-ANDESITE [13436]",54.29,12.37023848,25.2910014,3.447659029,14.93237753,3.477737089,1.05823027,3.555228234,0.523864834,3.089392262,0.620843012,1.743659411,0.262988528,1.829107165,0.281095851,-8.5575,157.2063
"BASALTIC-ANDESITE [26178]",55.869,24,51.09,6.371,25.72,5.757,1.569,5.489,0.842,4.82,1.011,2.928,0.443,2.822,0.434,-7.267416667,109.9729444
"BASALTIC-ANDESITE [19945]",52.74,7.3,18.2,2.51,12.5,3.1,1.11,3.36,0.59,3.54,0.73,2.2,0.3,2.01,0.32,-40.40205,-72.159114
"BASALTIC-ANDESITE [19757]",52.98,20.56569733,41.7091072,5.481460389,22.8815034,5.060715458,1.618437435,4.831722531,0.659344059,3.632523294,0.680249444,1.914489789,0.229230165,1.528350541,0.217169396,45.1393,99.2965
"BASALTIC-ANDESITE [24367]",54.40577492,14.98621867,36.95781394,5.254974154,23.34992861,6.28599899,2.09553759,6.917795779,1.207033391,7.551700584,1.559901044,4.278157553,0.616006282,3.805246473,0.604218203,-62.95,-60.63
"BASALTIC-ANDESITE [20676]",56.79058423,20.46355398,57.70650837,6.736858692,29.90163459,7.507977465,1.966562346,7.357265149,1.185397038,7.841497732,1.559921805,4.579451568,0.676862682,4.802305751,0.735808469,-39.793,-72.104
"BASALTIC-ANDESITE [22589]",54.33,7.46,15.33,2.36,11.66,3.17,1.05,3.67,0.58,3.88,0.77,2.33,0.31,2.14,0.31,55.99314,160.54497
"BASALTIC-ANDESITE [20107]",52.49,2.12,6.46,1.03,5.71,2.09,0.79,2.94,0.54,3.7,0.81,2.43,0.37,2.37,0.37,34.666,139.473
"BASALTIC-ANDESITE [22240]",52.79,18.4,37.7,4.77,19.7,4.06,1.08,4.02,0.72,4.62,0.91,2.75,0.4,2.72,0.39,45.36,-111.935
"BASALTIC-ANDESITE [26375]",52.31,58.70732639,137.3931244,18.19477872,78.45633029,17.43895586,5.27675104,18.14471696,2.742735045,15.58802439,3.036786944,8.128383559,1.163725263,6.697182335,1.019582534,11.988219,41.302609
"BASALTIC-ANDESITE [21070]",53.75,7.6,17,2.1,10.1,2.6,0.79,2.6,0.45,2.9,0.63,1.77,0.26,1.88,0.26,-39.65,175.65
"BASALTIC-ANDESITE [24452]",55.79,13.1,26.5,3.19,13.7,3.19,0.94,3.06,0.47,2.94,0.62,1.76,0.27,1.77,0.27,45.8766,90.1523
"BASALTIC-ANDESITE [24002]",53.32,15.2,34.5,5.19,24.4,6.09,1.37,6.84,1.05,6.31,1.39,4.22,0.63,4.1,0.65,42.5,92
"BASALTIC-ANDESITE [19945]",52.32,7.8,17.7,2.51,11.7,2.93,1.03,3.1,0.58,3.72,0.7,2.18,0.31,1.97,0.31,-40.403196,-72.146022
"BASALTIC-ANDESITE [20283]",54.44,11.9,25.8,3.5,15.2,3.6,1.2,3.6,0.6,3.5,0.7,1.9,0.3,1.7,0.3,18.97867,-101.72747
"BASALTIC-ANDESITE [24682]",53.35,9.78,22.2,2.97,13.1,3.21,1.03,3.44,0.538,3.36,0.715,2.1,0.325,2.14,0.324,37.272,138.5216667
"BASALTIC-ANDESITE [21026]",53.267,6.847,17.32,2.703,12.92,3.609,1.162,4.066,0.692,4.21,0.912,2.623,0.384,2.439,0.372,56.05,160.63
"BASALTIC-ANDESITE [27210]",49.1,8.65,19.9,2.85,12.5,3.25,1.01,3.32,0.51,2.82,0.56,1.47,0.2,1.08,0.15,-34.05,-70.35
"ANDESITE [10897]",54.1,21.4,44.1,5.22,19.39,3.85,1.17,3.78,0.58,3.43,0.69,1.85,0.29,1.96,0.28,1.2911,34.3908
"BASALTIC-ANDESITE [28708]",54.99,8.94,12.1,1.97,8.36,2.23,0.78,3.49,0.6,4.39,1.07,3.33,0.5,3.18,0.48,-27.84699,117.04048
"BASALTIC-ANDESITE [21648]",52.6,29.7,69.84,8.82,33.44,6.522,1.76,6.72,0.98,4.78,0.88,2.28,0.26,1.6,0.18,62,35
