"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"WEHRLITE [27344]",39.29,0.32,0.97,0.18,1.04,0.39,0.18,0.47,0.09,0.57,0.13,0.38,0.05,0.4,0.06,40.6,91.6
"WEHRLITE [25312]",38.6,0.74,1.99,0.23,1,0.32,0.12,0.38,0.07,0.42,0.12,0.32,0.04,0.28,0.04,47.5051,86.8671
"WEHRLITE, XENOLITH [20912]",45.23,4.61,10.4,1.38,6.26,1.57,0.51,1.6,0.21,1.16,0.22,0.57,0.08,0.45,0.06,30.6,34.8
"WEHRLITE [21077]",35.94,1.12,1.79,0.21,0.84,0.16,0.05,0.13,0.02,0.1,0.02,0.05,0.01,0.05,0.01,-24.7,-48.04
"WEHRLITE [27315]",39.44,3.4,6.9,0.81,3.8,0.92,0.4,1.07,0.16,0.81,0.19,0.5,0.1,0.45,0.07,22.1127,106.8276
"WEHRLITE, XENOLITH [20869]",41.76,1.28621209001929,3.64366438434035,0.545531191119325,2.60167424250735,0.562803506001286,0.209319062903216,0.554745019964567,0.0839181072186596,0.540759178515444,0.101846892566906,0.288406338061374,0.0410801950835188,0.251318918194256,0.0422011535618718,38,-1
"WEHRLITE [27344]",38.3,0.5,1.48,0.27,1.51,0.51,0.15,0.68,0.13,0.79,0.17,0.43,0.06,0.4,0.06,40.6,91.6
"WEHRLITE [28611]",47.45,0.2,0.58,0.09,0.5,0.2,0.08,0.31,0.06,0.44,0.09,0.3,0.05,0.3,0.05,41.53,94.82
"WEHRLITE, XENOLITH [22320]",43.4,3.35,7.76,1.1,5.97,1.43,0.5,1.67,0.31,1.76,0.29,0.72,0.1,0.6,0.08,36.59,118.81
"WEHRLITE, XENOLITH [22320]",42.8,2.62,5.76,0.78,3.74,0.97,0.35,1.09,0.21,0.98,0.18,0.47,0.06,0.33,0.05,36.59,118.81
"WEHRLITE [27315]",39.33,3.2,6.5,0.75,3.5,0.91,0.39,1.01,0.14,0.84,0.16,0.37,0.07,0.39,0.04,22.1127,106.8276
"WEHRLITE [28956]",39.403,0.08,0.08,0.03,0.14,0.06,0.035,0.07,0.01,0.09,0.02,0.05,0.008,0.05,0.01,23.77,35.19
"WEHRLITE, XENOLITH [22320]",41.5,1.76,5.49,0.84,4.3,1.04,0.33,0.97,0.18,0.82,0.13,0.36,0.04,0.27,0.03,36.59,118.81
"WEHRLITE, XENOLITH [12344]",41.34,1.59,5.17,0.81,4.34,1.17,0.41,1.19,0.17,0.98,0.17,0.41,0.051,0.3,0.045,55.6289,130.1019
"WEHRLITE [25312]",38.6,0.74,2,0.26,1.32,0.44,0.16,0.43,0.1,0.45,0.12,0.34,0.04,0.31,0.05,47.5051,86.8671
"WEHRLITE, XENOLITH [15666]",45.66,1.7,5.16,1.02,5.46,1.35,0.4,1.17,0.17,0.85,0.15,0.37,0.05,0.31,0.05,49,126.25
"WEHRLITE [28611]",43.24,0.28,0.66,0.1,0.5,0.15,0.1,0.25,0.05,0.32,0.07,0.24,0.03,0.22,0.04,41.53,94.82
"WEHRLITE, XENOLITH [10399]",42.59,1.562,2.957,0.418,1.925,0.576,0.203,0.749,0.14,0.893,0.197,0.55,0.08,0.509,0.078,-1.2554,-90.4412
"WEHRLITE, AMPHIBOLE-PLAGIOCLASE [26480]",37.8,0.62,1.53,0.18,0.7,0.18,0.09,0.18,0.03,0.18,0.04,0.11,0.02,0.12,0.02,39.9,40.1
"WEHRLITE, APATITE [25175]",28.9087947882736,146,319,39.9,164.5,28.6,5.87,21.4,2.54,13.7,2.61,6.24,0.81,4.53,0.66,48.8,-86.5
"WEHRLITE, XENOLITH [19204]",40.05,1.4,2.75,0.36,1.52,0.38,0.14,0.4,0.07,0.43,0.09,0.26,0.04,0.24,0.04,28.4,-14
"WEHRLITE [25771]",42.31,0.799,1.052,0.203,0.7,0.232,0.067,0.188,0.028,0.163,0.033,0.084,0.013,0.081,0.012,-2.6402,-78.6424
"WEHRLITE, XENOLITH [10399]",39.87,0.033,0.1,0.011,0.05,0.015,0.007,0.017,0.003,0.019,0.005,0.015,0.003,0.027,0.005,-1.2674,-90.3644
"WEHRLITE, XENOLITH [18926]",41.34,5.32,11.2,1.33,6.56,1.61,0.552,1.68,0.232,1.28,0.218,0.505,0.0604,0.334,0.0488,22.825,4.95
"WEHRLITE [27315]",39.46,3.1,6.5,0.76,3.5,1.02,0.36,0.91,0.12,0.77,0.17,0.4,0.06,0.39,0.07,22.1127,106.8276
