"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"TRACHYTE [14617]",63.09,48.2,92.7,11.9,46.9,7.81,1.85,5.23,0.57,2.4,0.42,1.08,0.16,1.02,0.17,31.45,84.4
"TRACHYTE [13010]",63.23,64,108.1,12.31,41.4,5.3,0.97,2.79,0.46,2.47,0.56,1.84,0.34,2.4,0.41,37.5681,34.7822
"TRACHYTE [23202]",62.8,115,174,15.1,43.4,5.85,0.96,4.27,0.4,2,0.38,1.12,0.19,1.3,0.23,31,86
"TRACHYTE [14993]",64,103,206,28.3,117,21.1,3.31,12.7,1.2,5.05,0.8,1.96,0.26,1.57,0.23,30.65,86.5
"TRACHYTE [22299]",62.554492040237,143.848712198056,303.49300737986,32.8188837844322,114.265630304468,22.8286598474379,2.68656707260032,20.3071254148894,3.7313342698363,23.9511900629102,4.84765062036002,13.6647670499627,2.05709115915322,13.1538361776096,2.03474646417892,24.206,39.8797
"TRACHYTE [25243]",62.49,43.472,107.265,10.974,43.613,9.75,3.119,8.233,1.423,9.321,1.921,5.267,0.8,5.601,0.969,-7.9,-14.4
"TRACHYTE [9453]",58.76,120,225,25,88,15,1.5,11.4,1.8,9.9,2,5,0.8,5.5,0.8,40.78,14.05
"TRACHYTE [25928]",60.04,78.2,141,14.7,50.6,8,2.72,6,0.9,5.2,1,2.7,0.42,2.9,0.44,33.4,126.5
"TRACHYTE [20416]",64.8,64.2,122.4,13.9,51.3,10,0.8,8.3,1,7,1.3,3.3,0.5,2.7,0.4,42,128
"TRACHYTE [20288]",61.39,73.9,149.6,16.2,60.6,11.7,1.55,10.89,1.94,11.83,2.63,8.39,1.38,8.85,1.41,39.2,44
"TRACHYTE [7904]",63.71,229.9,379.3,50.7,181.9,31.33,3.06,23.92,3.14,15.35,2.34,5.91,0.78,5.59,0.87,43.2,6.2
"TRACHYTE [12291]",66.64,24.2,44.4,6.09,22.2,3.99,0.98,3.15,0.45,2.49,0.52,1.51,0.24,1.48,0.24,29.67,89
"TRACHYTE [22807]",63.37,49.8126695928625,93.1952780958702,10.8445385089043,41.6136885150214,7.93145253671968,1.9870018931881,7.41423375003496,1.12394702609597,3.31374740589593,0.459406598936223,10.9076533783388,1.45994454659652,24.7724870167688,12.8672695591388,48.7358,129.3347
"TRACHYTE [10088]",61.85,76.3,131,12.9,40.5,6.8,1.3,5.4,0.79,4.5,0.89,2.6,0.41,3.1,0.51,40.821,14.426
"TRACHYTE [14602]",64.29,76,163.4,19.9,81.4,16.6,5.2,15.2,2.4,12.9,2.5,6.6,0.9,5.9,0.9,26.5,100.9
"TRACHYTE [9421]",58.87,63.48,140.42,11.74,37.59,6.18,1.66,4.23,0.61,3.3,0.62,1.9,0.29,1.92,0.28,50.5,9.2
"TRACHYTE [23373]",62.75,1549,2840,290,1044,194,5.6,171,27.87,174,33.8,97,14.08,83.9,11.72,-32.45978,148.62805
"TRACHYTE [23774]",69.89,168.4,282.5,28.03,90.9,16.06,0.73,15.13,2.47,14.25,2.82,8.29,1.2,7.71,1.07,-22.82115,148.16685
"TRACHYTE [20818]",62.2087153390375,160.784925226633,295.07905446526,37.7844219226706,119.215734333149,18.5467070055191,1.04473517174008,16.9214625932056,2.33194831517948,14.6403968329093,3.02037895344274,9.06096532742915,1.47710328960195,10.5419258731798,1.66381137027492,40.69528,13.89389
"TRACHYTE [23190]",61.95,86.9,197,26.1,109,21,3.69,11.6,1.14,5.09,0.83,1.89,0.25,1.51,0.24,31,86
"TRACHYTE [20240]",60.94,110,232,26.6,97.5,18.65,3.99,12,1.56,7.18,1.2,3.09,0.45,2.59,0.37,32,119
"TRACHYTE [20288]",60.56,68.8,141.4,14.96,53.4,10.46,1.5,9.61,1.85,11.41,2.53,7.79,1.31,8.77,1.37,39.2,44
"TRACHYTE [22875]",66.4,54.2,99,10,36.5,5.64,1.38,4.54,0.53,2.8,0.49,1.36,0.19,1.26,0.2,31.4754,117.3697
"TRACHYTE [14993]",66.4,131,247,33.8,131,23.1,3.85,14.9,1.46,6.21,1.02,2.37,0.31,1.88,0.26,30.65,86.5
"TRACHYTE [20416]",65.02,71.8,135.6,15.2,55.8,11,0.7,8.8,1,8,1.4,3.5,0.5,3,0.5,42,128.07
"TRACHYTE [20736]",62.1,88.7,188,22.5,88.2,16.4,2.77,9.7,1.13,5.11,0.79,1.94,0.25,1.51,0.23,29.9221,86.6949
"TRACHYTE, BIOTITE [26518]",62.51,217,422,47.9,173.5,28.9,5.22,21.6,3.47,19.75,3.76,10.15,1.42,8.87,1.41,32.15,109.5
"TRACHYTE [9453]",57.92,55,107,11.6,43,8.6,2.3,6.4,0.9,4.9,0.9,2.2,0.3,2.2,0.4,40.78,14.03
"TRACHYTE [15416]",59.17,73.1,140,14.6,49.1,6.36,1.41,3.58,0.4,1.76,0.28,0.7,0.08,0.58,0.08,50.45,103.6
"TRACHYTE [13787]",65.7499103564053,9.805,19.38,2.42,10.04,1.69,0.489172111866179,1.16207660940871,0.192152981320268,1.19166768277939,0.245,0.749304852264399,0.105,0.835,0.115,-9.17,159.83
"TRACHYTE [25799]",62.1,191,391,47.7,172,23.4,3.76,12.8,1.12,4.61,0.77,1.82,0.24,1.49,0.22,30.94,86.39
"TRACHYTE [15775]",67.768,83.03,142.4,18.76,70.75,14.28,2.287,13.23,2.172,13.12,2.546,7.229,1.073,6.984,1.044,38.67,42.2
