"LATITUDE.MIN","LONGITUDE.MIN","ROCK.NAME","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM."
28.75,-19,"BASANITE [916] / BASALT [27087]",53,122,16.8190026604375,58,12.3670874154951,3.631167051379,10.3420295534216,1.33315381845604,6.51844889022645,1.11367082442471,2.60326757661096,0.336350451733808,1.85172395278396,0.251988217171337
28.75,-19,"BASANITE [916] / BASALT [27087]",32,83,11.4260870548454,42,9.53599046766109,2.9016184774815,8.59977591899795,1.15631266040464,5.78299597553514,1.00602598490915,2.38526301293596,0.314507158483573,1.73199953666936,0.245737326960598
22.5023,59.8394,"BASANITE [21142]",77.3,133,14.2,51.1,8.78,2.8,7.62,1.04,5.41,0.964,2.4,0.319,1.96,0.286
22.4921,59.8403,"BASANITE [21142]",52,94.8,10.8,41,7.77,2.55,6.96,0.974,5.17,0.926,2.29,0.305,1.86,0.273
22.3577,59.7942,"BASANITE [21142]",50.2,91.7,10.5,40.2,7.67,2.51,6.87,0.969,5.15,0.913,2.27,0.299,1.82,0.267
22.3447,59.8032,"BASANITE [21142]",57.7,104,11.7,44.4,8.17,2.65,7.18,0.994,5.2,0.92,2.29,0.302,1.84,0.268
22.1303,59.5939,"BASANITE [21142]",62,111,12.3,45.8,8.2,2.67,7.23,0.995,5.22,0.938,2.35,0.313,1.92,0.281
22.1303,59.5939,"BASANITE [21142]",79.6,136,14.6,52.1,8.78,2.78,7.57,1.02,5.29,0.939,2.37,0.313,1.94,0.285
22.1819,59.5703,"BASANITE [21142]",48,86,9.89,37.7,7.02,2.32,6.33,0.885,4.7,0.847,2.12,0.282,1.72,0.252
22.1852,59.5768,"BASANITE [21142]",49.9,89.4,10.1,38.3,7.11,2.36,6.37,0.899,4.77,0.859,2.15,0.286,1.74,0.255
22.0519,59.5521,"BASANITE [21142]",81.5,136,14.2,49.5,8.2,2.63,7.06,0.952,4.9,0.866,2.15,0.28,1.71,0.25
22.1899,59.9214,"BASANITE [21142]",59.6,103,11.6,44.2,8.12,2.67,7.09,0.979,5.06,0.891,2.2,0.288,1.74,0.253
22.1849,59.9399,"BASANITE [21142]",54.9,98.2,11.3,42.9,7.98,2.59,7.03,0.976,5.11,0.911,2.29,0.304,1.85,0.27
-14.0221,-171.731,"BASALT [6967] / BASANITE [9925]",63.55,129.64,15.49,57.75,11.03,3.37,9.4,1.28,6.7,1.15,2.64,0.32,1.78,0.247
28.5,-18,"NOT GIVEN [19949] / BASANITE [1372]",67,131,15.6,60,11.33,3.41,9.92,1.33,6.74,1.19,2.98,0.36,2.22,0.31
33.127,-28.842,"BASANITE [21557]",33.1,67.16,8.06,32.92,7.05,2.35,7.01,1.1,6.14,1.13,3.05,0.42,2.53,0.38
30.93,-28.508,"BASANITE [21557]",36.61,99.82,11.17,47.51,9.61,3.31,8.12,1.12,6.11,1.1,2.73,0.36,2.27,0.31
14.9,-24.3,"BASANITE [5653]",53,105.7,13,52.8,10.6,3.6,10.8,1.5,7.7,1.2,3.3,0.4,2.3,0.3
14.9,-24.3,"BASANITE [5653]",44.2,89.9,10.4,42.6,8.5,2.4,8.3,1.1,5.8,1,2.6,0.3,2,0.3
14.9,-24.3,"BASANITE [5653]",58.4,116.6,14.1,55.7,11.1,3.6,11.1,1.5,7.8,1.3,3.6,0.4,2.5,0.3
14.9,-24.3,"BASANITE [5653]",51.7,105.3,13.3,52.8,10.8,3.5,10.7,1.5,7.5,1.2,3.3,0.4,2.3,0.3
14.9,-24.3,"BASANITE [5653]",44.2,90.3,11,44.6,9.3,3.1,9.4,1.3,6.7,1.1,3.1,0.4,2.3,0.3
14.9,-24.3,"BASANITE [5653]",58.8,120.3,13.9,56.1,10.6,3,10.4,1.4,6.8,1.2,3.1,0.4,2.3,0.3
14.9,-24.3,"BASANITE [5653]",52.7,104.7,12.4,48.9,9.8,3.4,10,1.4,7,1.1,3.1,0.4,2.2,0.3
50.6247,15.2708,"BASANITE [21689]",125,214,20.1,69.7,10.3,3.04,8.3,1.04,5.72,1.03,2.94,0.38,2.53,0.36
50.6,15.2639,"BASANITE [21689]",130,227,21.2,71.4,10.4,2.97,8.22,1.03,5.67,1.03,2.94,0.4,2.53,0.37
50.6247,15.2708,"BASANITE [21689]",75,136,14.7,55,9.35,2.8,7.85,1.03,5.7,1.01,2.81,0.36,2.32,0.33
50.6,15.2639,"BASANITE [21689]",74.8,135,14.4,54.4,9.23,2.72,7.72,0.98,5.49,0.98,2.66,0.35,2.21,0.32
7,40,"BASANITE [21827]",57.8,121,14.6,56.5,10.5,3.18,8.4,1.2,6.1,1,2.8,0.38,2.2,0.34
7,40,"BASANITE [21827]",23,48.9,6.25,25.3,5.8,2.03,5.5,0.9,5.3,1,2.9,0.43,2.7,0.4
