"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[9374][8596][8390]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","HIRZSTEIN, ELGERSHAUSEN","51.28","51.28","9.37","9.37","SAE","","","s_HB1 [9374] / s_HB-1 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596] / MIOCENE [8390]","","","","","PER","","","","","WR [9374] ","43.44","0.06","","1.96","0.39","2.02","7.05","","1.69","41.19","0.14","0.3","0.01","0.07","0.006","","0.79","0.31","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","13","550","","","35","13","20","55","","6.4","360","38","2680","1080","","123","2343","16","50","","","","","","0.46","27","0.8","5","1.3","","","","","","0.01","","","","","","","2","1.3","2.9","","","0.59","0.13","","0.07","","","","","0.18","0.03","0.29","0.11","","","","","","","","0","0.09","0","","","","","","0.70356","","","","","","","","","","","","","","","","","","","","","165161",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","HIRZSTEIN, ELGERSHAUSEN","51.28","51.28","9.37","9.37","SAE","","","s_HB3 [9374] / s_HB-3 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","43.48","0.69","","3.37","0.37","1.97","6.55","","3.17","36.51","0.12","0.27","0.43","0.34","0.014","","1.48","0.91","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","189","2498","","","61","49","17","3547","","10.2","4137","64","2530","930","","112","2150","15","52","","","","","","7.8","60","2.9","21","5","","","","","","0.017","","","","","","","73","2.8","6.9","","","1.4","0.38","","0.13","","","","","0.36","0.07","1.04","0.37","","","","","","","","0.009","0.32","0.005","","","","","","","","","","","","","","","","","","","","","","","","","","","165162",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","STÖPFLING, HOMBERG","51.03","51.03","9.4","9.4","SAE","","","s_SB3 [9374] / s_SB-3 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","43.84","0.01","","1.56","0.4","1.48","6.9","","2","41.47","0.13","0.28","0.01","0.08","0.003","","0.5","0.3","","0.64","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","","","30","579","","","13","15","10","92","","8.1","82","25","2760","930","","120","2233","9","53","","","","","","1.8","14","0.4","3","0.8","","","","","","0.018","","","","","","","2","1","2.7","","","0.65","0.14","","0.05","","","","","","0.05","0.38","0.1","","","","","","","","0","0.09","0.002","","","","","","","","","","","","","","","","","","","","","","","","","","","165163",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","STÖPFLING, HOMBERG","51.03","51.03","9.4","9.4","SAE","","","s_SB4 [9374] / s_SB-4 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","44.28","0.04","","1.55","0.41","1.51","6.22","","1.51","42.83","0.12","0.29","0.01","0.07","0.004","","0.62","0.33","","0.61","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","25","498","","","18","21","15","95","","7.3","217","31","2784","930","","119","2309","13","50","","","","","","1.8","11","0.5","3","0.9","","","","","","0.006","","","","","","","2","1.3","3.1","","","0.64","0.13","","0.03","","","","","0.28","0.06","0.45","0.1","","","","","","","","0.001","0.6","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","165164",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","STÖPFLING, HOMBERG","51.03","51.03","9.4","9.4","SAE","","","s_SB5 [9374] / s_SB-5 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","44.43","0.03","","2.27","0.37","1.86","6.42","","3.17","36.76","0.13","0.27","0.02","0.09","0.001","","0.64","0.39","","0.54","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","","29","647","","","4","25","27","151","","12.5","194","49","2525","1010","","110","2151","15","48","","","","","","1.7","26","0.8","3","0.8","","","","","","0.01","","","","","","","2","1.2","3","","","0.61","0.13","","0.06","","","","","0.31","0.06","0.39","0.27","","","","","","","","0.002","0.15","0.002","","","","","","","","","","","","","","","","","","","","","","","","","","","165165",
"[9374][8596][8390]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","WESTBERG NEAR HOFGEISMAR","51.48","51.48","9.4","9.4","SAE","","","s_1958 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596] / MIOCENE [8390]","","","","","PER","","","","","WR [9374] ","42.48","0.11","","1.47","0.38","0.96","7.47","","2.54","42.33","0.14","0.3","0.09","0.29","0.052","","0.77","0.19","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","4.6","","","","","46","2177","","","227","118","37","747","","9.1","638","43","2580","1080","","121","2343","11","56","","","","","","2.8","73","2.5","32","11","","","","","","0.011","","","","","","","63","6","14.5","","","1.56","0.33","","0.18","","","","","0.33","0.08","0.94","0.47","","","","","","","","0.002","0.2","0.002","","","","","","0.70338","","","","","","","","","","","","","","","","","","","","","165168",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","WESTBERG NEAR HOFGEISMAR","51.48","51.48","9.4","9.4","SAE","","","s_5232 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","42.85","0.05","","1.58","0.39","1.57","7.05","","1.37","43.45","0.13","0.31","0.01","0.1","0.011","","0.46","0.17","","0.13","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","13","744","","","48","198","48","94","","6.5","268","42","2650","1010","","121","2400","28","56","","","","","","1.4","9","0.7","5","0.8","","","","","","0.008","","","","","","","5","0.9","2.2","","","0.47","0.11","","0.05","","","","","0.22","0.03","0.22","0.08","","","","","","","","0.001","0.2","0.002","","","","","","","","","","","","","","","","","","","","","","","","","","","165169",
"[9374][8596][8390]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","WESTBERG NEAR HOFGEISMAR","51.48","51.48","9.4","9.4","SAE","","","s_23055 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596] / MIOCENE [8390]","","","","","PER","","","","","WR [9374] ","42.26","0.06","","1.48","0.4","1.24","8.05","","1.31","43.4","0.14","0.3","0.06","0.08","0.029","","0.32","0.38","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","","","21","598","","","127","167","55","512","","6.4","339","31","2730","1080","","128","2324","18","54","","","","","","2.4","19","0.8","5","0.8","","","","","","0.009","","","","","","","29","2.5","5.7","","","0.65","0.15","","0.06","","","","","0.4","0.06","0.38","0.36","","","","","","","","0.002","0.2","0.002","","","","","","0.70332","","","","","","","","","","","","","","","","","","","","","165170",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","WESTBERG NEAR HOFGEISMAR","51.48","51.48","9.4","9.4","SAE","","","s_WB2 [9374] / s_WB-2 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","43.17","0.11","","2.04","0.41","1.47","6.75","","2.53","40.98","0.13","0.29","0.19","0.17","0.044","","0.69","0.47","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","53","1261","","","192","43","31","1571","","9.6","663","48","2777","1010","","114","2294","35","53","","","","","","9.4","59","1.3","10","1.9","","","","","","0.01","","","","","","","98","4.3","9.5","","","0.95","0.25","","0.13","","","","","0.31","0.05","0.73","0.33","","","","","","","","0.003","0.25","0.003","","","","","","","","","","","","","","","","","","","","","","","","","","","165171",
"[9374][8596][8390]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","DRUSELTAL, HABICHTSWALD NEAR KASSEL","51.3","51.3","9.5","9.5","SAE","","","s_22910 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596] / MIOCENE [8390]","","","","","PER","","","","","WR [9374] ","42.03","0.07","","1.3","0.37","1.38","8.5","","2.06","41.44","0.28","0.28","0.25","0.18","0.3","","0.83","0.42","","0.19","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","428","1328","","","1310","14","36","2076","","7","392","28","2530","1780","","118","2207","9","136","","","","","","9.5","62","2","11","3.4","","","","","","0.024","","","","","","","89","4.3","10","","","1.33","0.33","","0.14","","","","","0.37","0.06","0.88","0.37","","","","","","","","0.009","0.29","0.004","","","","","","0.70334","","","","","","","","","","","","","","","","","","","","","165172",
"[9374][8596][8390]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","DRUSELTAL, HABICHTSWALD NEAR KASSEL","51.3","51.3","9.5","9.5","SAE","","","s_24312 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596] / MIOCENE [8390]","","","","","PER","","","","","WR [9374] ","43.12","0.04","","1.48","0.4","0.82","6.82","","2.68","41.73","0.15","0.29","0.18","0.27","0.389","","0.83","0.42","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","454","1306","","","1700","21","34","2208","","9.1","220","38","2700","1160","","115","2282","9","68","","","","","","8.7","68","3.4","11","2.5","","","","","","0.018","","","","","","","82","3.9","9.3","","","1.78","0.48","","0.19","","","","","0.28","0.06","0.9","0.31","","","","","","","","0.007","0.22","0.005","","","","","","0.7041","","","","","","","","","","","","","","","","","","","","","165173",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","DRUSELTAL, HABICHTSWALD NEAR KASSEL","51.3","51.3","9.5","9.5","SAE","","","s_4159 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","44.5","0.01","","1.21","0.43","1.56","6.65","","1.2","42.66","0.14","0.29","0.06","0.14","0.08","","0.25","0.25","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","36","1065","","","35","23","29","498","","8.3","75","27","2914","1060","","122","2312","8","64","","","","","","1.9","27","2","3","2.8","","","","","","0.015","","","","","","","19","2.3","5.5","","","0.74","0.16","","0.06","","","","","0.27","0.06","0.24","0.06","","","","","","","","0.002","0.08","0","","","","","","","","","","","","","","","","","","","","","","","","","","","165174",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","DRUSELTAL, HABICHTSWALD NEAR KASSEL","51.3","51.3","9.5","9.5","SAE","","","s_4160 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","43.61","0.09","","1.13","0.38","1.79","9.16","","0.88","41.32","0.22","0.3","0.05","0.11","0.04","","0.19","0.19","","0.11","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","","","32","778","","","18","21","46","415","","5.6","522","19","2610","1700","","127","2332","7","127","","","","","","1.9","19","1.5","8","2.3","","","","","","0.02","","","","","","","18","1.4","3.6","","","0.7","0.16","","0.1","","","","","0.43","0.06","0.4","0.13","","","","","","","","0","0.05","0","","","","","","","","","","","","","","","","","","","","","","","","","","","165175",
"[9374][8596][8390]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","BAUNSBERG, BAUNATAL","51.25","51.25","9.42","9.42","SAE","","","s_15455 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596] / MIOCENE [8390]","","","","","PER","","","","","WR [9374] ","42.36","0.02","","1.03","0.41","1.64","6.98","","0.64","44.8","0.13","0.31","0.06","0.09","0.004","","0.64","0.37","","0.24","","","","","","","","","","","","","","","","","","","","","","","","","2.3","","","","","20","634","","","18","34","54","484","","6.5","123","22","2790","1010","","125","2454","12","51","","","","","","1.4","20.6","0.6","6","1","","","","","","0.016","","","","","","","6","2.2","5.5","","","0.8","0.16","","0.06","","","","","0.29","0.04","0.32","0.09","","","","","","","","0.002","0.15","0.002","","","","","","0.70362","","","","","","","","","","","","","","","","","","","","","165177",
"[9374][8596][8390]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","BAUNSBERG, BAUNATAL","51.25","51.25","9.42","9.42","SAE","","","s_11192 [9374]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596] / MIOCENE [8390]","","","","","PER","","","","","WR [9374] ","42.13","0.08","","1.41","0.38","1.36","7.45","","1.4","42.4","0.16","0.31","0.17","0.2","0.102","","0.69","0.53","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","","","133","1504","","","445","27","34","1447","","6.4","502","27","2590","1240","","127","2412","10","82","","","","","","5","147","2.9","28","7","","","","","","0.019","","","","","","","54","8.1","16.3","","","1.54","0.39","","0.16","","","","","0.25","0.04","0.85","0.46","","","","","","","","0.004","0.27","0.003","","","","","","0.70362","","","","","","","","","","","","","","","","","","","","","165178",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","ALTENBURG NEAR NAUMBURG","51.25","51.25","9.17","9.17","SAE","","","s_AB1 [9374] / s_AB-1 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","43.9","0.17","","1.89","0.39","1.32","6.96","","1","42.44","0.13","0.29","0.12","0.16","0.022","","0.37","0.25","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","18","1168","","","96","16","18","996","","7.2","1011","41","2655","1010","","116","2290","8","49","","","","","","1.7","48","3.8","10","3.5","","","","","","0.015","","","","","","","20","2.1","5","","","0.83","0.16","","0.06","","","","","0.32","0.06","0.65","0.22","","","","","","","","0.002","0.13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","165179",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","ALTENBURG NEAR NAUMBURG","51.25","51.25","9.17","9.17","SAE","","","s_AB2 [9374] / s_AB-2 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","43.71","0.13","","2.19","0.41","1.13","7.25","","1.8","41.24","0.13","0.29","0.2","0.3","0.075","","0.39","0.22","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","53","2213","","","327","20","38","1660","","8.4","780","40","2781","1010","","118","2301","7","54","","","","","","4","98","2.5","14","5","","","","","","0.016","","","","","","","49","5.7","14.1","","","1.55","0.3","","0.17","","","","","0.54","0.09","0.85","0.51","","","","","","","","0.004","0.33","0.004","","","","","","","","","","","","","","","","","","","","","","","","","","","165180",
"[9374][8596]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","ALTENBURG NEAR NAUMBURG","51.25","51.25","9.17","9.17","SAE","","","s_AB3 [9374] / s_AB-3 [8596]","PERIDOTITE, XENOLITH [9374]","","","","CENOZOIC [8596]","","","","","PER","","","","","WR [9374] ","45.29","0.07","","3.37","0.36","1.14","6.55","","3.1","38.13","0.13","0.25","0.06","0.3","0.011","","0.39","0.2","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","14","2218","","","48","11","26","498","","14.7","420","72","2485","1010","","103","1976","8","49","","","","","","1.5","24","2.5","4","1.4","","","","","","0.016","","","","","","","8","2.7","5.9","","","0.67","0.15","","0.06","","","","","0.54","0.1","0.44","0.1","","","","","","","","0.002","0.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","165181",
"[8192][8614]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / DREISER WEIHER","","50.27","50.27","6.8","6.8","SAE","","","s_D42 [8192] / s_D-42 [8614]","LHERZOLITE, XENOLITH [8192]","","","","QUATERNARY [8192]","","","","","PER","","","","","WR [8192] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","","","3130","","","123","2300","","","","","","","","","","","","","","","","","","","","","","","","","","0.81","1.59","0.17","0.59","0.138","0.039","","0.017","","0.023","","","0.05","0.0121","","","","","","","","","","","","","","","0.51272","","","0.7044","","","","","","","","","","","","","","","","","","","","","165261",
"[8360][8614]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / DREISER WEIHER","","50.27","50.27","6.8","6.8","SAE","","","s_IB/5 [8360] / s_IB-5 [8614]","PERIDOTITE, SPINEL, XENOLITH [8360] / LHERZOLITE, XENOLITH [8614]","","","","QUATERNARY [8360]","","","","","PER","","","","","WR [8360] ","43.04","0.05","","2.22","0.4","","","7.4","1.99","43.25","0.13","0.28","0","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","","","2110","","","115","2370","","","","","","","","","","","","","","","","","","","","","","","","","","0.265","0.76","","0.59","0.225","0.086","0.32","0.053","0.35","","","0.035","0.23","0.042","","","","","","","","","","","","","","","0.51355","","","0.7029","","","","","","","","","","","","","","","","","","","","","165262",
"[8192][8614]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / DREISER WEIHER","","50.27","50.27","6.8","6.8","SAE","","","s_D45 [8192] / s_D-45 [8614]","LHERZOLITE, XENOLITH [8192]","","","","QUATERNARY [8192]","","","","","PER","","","","","WR [8192] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7","","","2560","","","111","2200","","","","","","","","","","","","","","","","","","","","","","","","","","0.159","0.32","","0.195","0.072","0.03","","0.026","0.207","0.047","","0.027","0.201","0.035","","","","","","","","","","","","","","","0.51303","","","0.7041","","","","","","","","","","","","","","","","","","","","","165263",
"[8360][12428][8614]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / DREISER WEIHER","","50.27","50.27","6.8","6.8","SAE","","","s_IB/3 [8360] / s_IB-3 [8614]","PERIDOTITE, SPINEL, XENOLITH [8360] / HARZBURGITE, XENOLITH [12428]","","","","QUATERNARY [8360]","","","","","PER","","","","","WR [8360] ","43.29","0.05","","2.11","0.44","","","7.98","1.22","42.38","0.14","0.28","0.01","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2","","","2980","","","113","2250","","","","","","","","","","","","","","","","","","","","","","","","","","0.73","1.52","0.113","","0.098","","","0.0122","0.091","0.023","0.076","","0.091","0.022","","","","0.000069","0.00262","","","","","","","","","","0.51272","","","0.7034","","","","","","","","","","","0.12242","","0.127","","","","","","","","165264",
