"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_HDS-ZK001-Y18-3 [23212]","PYROXENITE, OLIVINE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","43.34","0.1","","23.19","","","","3.68","13.09","9.49","0.12","","0.27","1.84","0.01","","","","","","","","","","","","","","","","4.09","","","","","","","","","","","","","","15.92","0.23","","","","","","","","","","","","","24.95","","91.94","142.4","","","37.38","112.8","18.68","22.63","9.93","","","","","6.57","760","3.09","3.29","0.26","","","","","","","","","","","","","151.3","1.05","2.33","0.36","1.57","1.26","0.22","0.44","0.11","0.38","0.1","0.24","0.05","0.25","0.02","0.19","0.05","","","","","","","","","5.13","","0.35","0.11","","","","","","","","","","","","","","","","","","","","","","","","","1594723",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_HDS-DBY2-1 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","44.39","0.12","","15.06","","","","5.38","16.12","14.13","0.14","","0.11","0.5","0.01","","","","","","","","","","","","","","","","3.26","","","","","","","","","","","","","","6.55","0.19","","","","","","","","","","","","","58.17","","122.9","262.7","","","52.88","167.5","105","30.06","7.17","","","","","5.38","516","3.92","3.32","0.2","","","","","","","","","","","","","42.75","0.93","2.53","0.41","1.86","1.42","0.24","0.58","0.13","0.56","0.14","0.33","0.06","0.29","0.03","0.23","0.12","","","","","","","","","2.03","","0.35","0.1","","","","","","","","","","","","","","","","","","","","","","","","","1594724",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_HDS-DBY2-2 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","44.95","0.12","","14.96","","","","5.11","16.5","13.91","0.13","","0.1","0.52","0.01","","","","","","","","","","","","","","","","2.86","","","","","","","","","","","","","","6.01","0.19","","","","","","","","","","","","","62.7","","135.8","282.2","","","47.03","168","102.8","27.43","7.28","","","","","4.92","509.8","4.16","3.85","0.2","","","","","","","","","","","","","35.25","1.01","2.73","0.44","2.13","1.5","0.26","0.62","0.14","0.62","0.15","0.4","0.07","0.31","0.03","0.22","0.13","","","","","","","","","2.15","","0.35","0.11","","","","","","","","","","","","","","","","","","","","","","","","","1594725",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_HDS-DBY2-3 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","44.51","0.15","","15.06","","","","5.42","16.07","13.94","0.15","","0.16","0.69","0.02","","","","","","","","","","","","","","","","2.89","","","","","","","","","","","","","","6.51","0.22","","","","","","","","","","","","","58.33","","143.5","309.2","","","48.27","166.2","119","30.8","7.69","","","","","6.7","505.4","4.85","6.45","0.53","","","","","","","","","","","","","61.38","1.9","4.68","0.67","2.99","1.67","0.33","0.81","0.16","0.75","0.17","0.45","0.08","0.43","0.04","0.28","0.09","","","","","","","","","2.27","","0.61","0.16","","","","","","","","","","","","","","","","","","","","","","","","","1594726",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_HDS-DBY2-4 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","44.03","0.12","","14.07","","","","5.66","16.02","14.78","0.16","","0.18","0.41","0.01","","","","","","","","","","","","","","","","3.67","","","","","","","","","","","","","","8.08","0.19","","","","","","","","","","","","","59.76","","129.9","273.8","","","49.91","176.7","99.23","33.51","7.04","","","","","8.27","462.9","4.19","5.69","0.34","","","","","","","","","","","","","57.09","1.33","3.49","0.51","2.41","1.47","0.31","0.69","0.14","0.6","0.15","0.37","0.07","0.38","0.04","0.28","0.09","","","","","","","","","2.34","","0.49","0.13","","","","","","","","","","","","","","","","","","","","","","","","","1594727",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_PYROXENITE 2 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594803",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_PYROXENITE 3 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594804",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_PYROXENITE 4 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594805",
"[23212]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / HUDESHENG MAFIC-ULTRAMAFIC INTRUSION","OULONGBULUKE BLOCK, EAST OF WULAN COUNTY","36.8653","36.9139","98.6589","98.7419","SAE","","","s_PYROXENITE 5 [23212]","PYROXENITE [23212]","","","","PALEOZOIC [23212]","","","","","PLU","","","","","WR [23212] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594806",
"[23215]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANXI PROVINCE / JIUZIGOU PLUTON","","34","34","106.6","106.6","SAE","","","s_JZG-3-1 [23215]","PYROXENITE, BIOTITE [23215]","","","","TRIASSIC [23215]","","","","","PLU","","","","","WR [23215] ","40.61","1.88","","4.34","","","","13.71","18.05","12.2","0.24","","2.33","0.5","3.28","","","","","","","","","","","","","","","","0.45","","","","","","","","","","","","","","14.6","1.63","","","","","","","","","","","","","54.6","","310","","","","59.6","53.3","","","11.05","","","","","79.3","2050","48.5","110","7.7","","","","","","","","","","","","1.72","4650","197","427","45.9","181.5","32.6","7.91","24.2","2.7","12.3","1.99","4.39","0.53","2.79","0.43","4.3","0.6","","","","","","","","","","","15","1.38","0.512392","","","0.705716","","","","","","","","","","","","","","","","","","","","","1594951",
"[23215]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANXI PROVINCE / JIUZIGOU PLUTON","","34","34","106.6","106.6","SAE","","","s_JZG-3-3 [23215]","PYROXENITE, BIOTITE [23215]","","","","TRIASSIC [23215]","","","","","PLU","","","","","WR [23215] ","41","1.47","","3.19","","","","14.19","20.1","12.16","0.26","","1.24","0.55","3.4","","","","","","","","","","","","","","","","0.43","","","","","","","","","","","","","","11.8","1.61","","","","","","","","","","","","","43.3","","270","","","","60.9","64","","","12.75","","","","","44.8","1715","61","146","3.9","","","","","","","","","","","","1.43","2430","314","630","69.4","267","44.7","10.25","32.9","3.55","15.75","2.43","5.42","0.61","3.47","0.51","5.6","0.9","","","","","","","","","","","16.95","1.46","0.512386","","","0.706141","","","","","","","","","","","","","","","","","","","","","1594952",
"[23215]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANXI PROVINCE / JIUZIGOU PLUTON","","34","34","106.6","106.6","SAE","","","s_JZG-4-3 [23215]","PYROXENITE, BIOTITE [23215]","","","","TRIASSIC [23215]","","","","","PLU","","","","","WR [23215] ","40.49","1.24","","6.87","","","","9.32","19.39","12.79","0.13","","2.48","0.58","4.41","","","","","","","","","","","","","","","","1.03","","","","","","","","","","","","","","23.7","2.77","","","","","","","","","","","","","48.7","","111","","","","39.6","64.6","","","18.75","","","","","76.6","1585","76.8","202","7.6","","","","","","","","","","","","2.51","4490","512","1135","129.5","506","85.4","17.65","53.3","5.12","20.6","3.07","6.48","0.73","3.93","0.52","7.8","0.8","","","","","","","","","","","83.7","6.23","0.512397","","","0.706301","","","","","","","","","","","","","","","","","","","","","1594953",
"[23215]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANXI PROVINCE / JIUZIGOU PLUTON","","34","34","106.6","106.6","SAE","","","s_JZG-4-4 [23215]","PYROXENITE, BIOTITE [23215]","","","","TRIASSIC [23215]","","","","","PLU","","","","","WR [23215] ","39.56","1.42","","4.89","","","","14.77","20.2","11.21","0.15","","1.4","0.68","3.85","","","","","","","","","","","","","","","","0.55","","","","","","","","","","","","","","16.5","4.08","","","","","","","","","","","","","45.9","","213","","","","44.2","51.4","","","18.45","","","","","45.1","1430","81","230","6.3","","","","","","","","","","","","1.44","2670","540","1175","131","507","84.3","18","52.5","5.15","21.5","3.17","6.83","0.79","4.25","0.59","8.5","0.5","","","","","","","","","","","87.2","6.27","0.51242","","","0.706109","","","","","","","","","","","","","","","","","","","","","1594954",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_BU-2/2 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","26.22","0.7","","14.63","18.91","","","19.03","3.94","12.65","0.18","","0.09","0.45","0.02","","","","","","","","","","","","","2.68","","1.16","-0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","","","","","","240","5444","2330","473","","","","","","2.01","93.25","1.6","8.4","0.43","","4.337","2.249","6.733","","","","","","","","","33","1.55","3","0.34","1.39","0.26","0.15","0.27","0.05","0.29","0.06","0.2","0.03","0.22","0.04","","","","","0.472","0.728","24.032","1.015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613104",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_UN-II-3/1 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","44.45","0.2","","6.92","1.99","","","13.77","3.65","26.06","0.2","","0.09","0.42","0.02","","","","","","","","","","","","","0.57","","0.23","0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9","","","","","","151","1989","385","96","","","","","","2.47","78.4","2.57","9.5","0.64","","0.484","0.307","1.601","","","","","","","","","28.2","1.71","3.37","0.4","1.71","0.37","0.14","0.4","0.06","0.43","0.08","0.32","0.06","0.36","0.06","","","","","0.061","0.092","4.138","0.124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613105",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_UN-II-3/2 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","41.21","0.25","","7.33","3.24","","","14.76","3.46","25.17","0.19","","0.08","0.38","0.02","","","","","","","","","","","","","0.86","","0.41","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","","","","","","169","2660","818","122","","","","","","1.66","74.4","2.03","6.8","0.44","","0.819","0.485","2.815","","","","","","","","","23.3","1.21","3.19","0.28","1.29","0.28","0.11","0.31","0.05","0.33","0.07","0.25","0.05","0.28","0.05","","","","","0.112","0.15","6.661","0.414","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613106",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_UN-II-2/2 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","41.78","0.18","","8.55","1.92","","","13.63","4.15","25.22","0.19","","0.11","0.55","0.02","","","","","","","","","","","","","0.47","","0.19","1.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","","","","","","159","2004","302","104","","","","","","2.79","103.13","1.93","8.5","0.67","","0.372","0.3","1.283","","","","","","","","","36.8","1.85","3.66","0.44","1.62","0.33","0.16","0.34","0.05","0.31","0.08","0.24","0.04","0.26","0.04","","","","","0.056","0.083","3.721","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613107",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_UN-II-2/1 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","44.4","0.16","","8.43","1.21","","","12.7","4.44","25.11","0.19","","0.12","0.55","0.02","","","","","","","","","","","","","0.26","","0.11","1.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","","","","","","141","1493","140","87","","","","","","2.79","106.46","2.17","10.1","0.65","","0.085","0.073","0.38","","","","","","","","","38.2","1.69","3.36","0.38","1.39","0.31","0.15","0.29","0.06","0.4","0.08","0.28","0.05","0.33","0.05","","","","","0.009","0.018","0.848","0.053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613108",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_UN-II-1/2 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","45.54","0.16","","7.9","1.3","","","12.68","4.25","25.04","0.19","","0.09","0.54","0.02","","","","","","","","","","","","","0.45","","0.18","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","","","","","","137","1610","297","92","","","","","","2.1","97.14","2.23","10.2","0.61","","0.153","0.105","0.68","","","","","","","","","30.4","1.62","3.06","0.39","1.5","0.35","0.13","0.37","0.06","0.47","0.09","0.27","0.06","0.33","0.06","","","","","0.019","0.028","1.45","0.188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613109",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_UN-II-1/1 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","42.09","0.18","","7.57","2.29","","","14.02","3.86","24.86","0.19","","0.08","0.43","0.01","","","","","","","","","","","","","0.96","","0.41","2.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","","","","","","167","2499","655","115","","","","","","1.67","83.35","1.89","8.3","0.38","","0.443","0.285","1.8","","","","","","","","","27.7","1.22","2.37","0.28","1.09","0.21","0.12","0.31","0.05","0.38","0.07","0.26","0.04","0.29","0.05","","","","","0.064","0.084","3.056","0.171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613110",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_SIPHU-2/2 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","50.06","0.23","","5.92","1.13","","","12.88","3.98","22.59","0.2","","0.07","0.49","0.02","","","","","","","","","","","","","2.86","","1.22","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4","","","","","","157","4839","2305","94","","","","","","2.23","67.72","4.57","11.5","0.53","","1","0.482","3.735","","","","","","","","","28.9","1.72","3.75","0.47","1.99","0.51","0.14","0.65","0.11","0.79","0.2","0.63","0.11","0.66","0.1","","","","","0.159","0.167","8.656","0.806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613111",
"[23258]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX / MERENSKY REEF","","-25.75","-25.75","28.2","28.2","SAE","","","s_UN-IV-9 [23258]","PYROXENITE [23258]","","","","PROTEROZOIC [23258]","","","","","PLU","","","","","WR [23258] ","46.36","0.32","","7.42","4.57","","","12.29","4.19","21.96","0.19","","0.07","0.38","0.01","","","","","","","","","","","","","0.32","","0.14","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7","","","","","","120","1319","444","136","","","","","","2.9","63.24","3.48","10.6","0.78","","1.431","0.753","2.822","","","","","","","","","22.5","1.56","3.58","0.5","1.97","0.47","0.14","0.64","0.09","0.69","0.15","0.42","0.07","0.5","0.07","","","","","0.152","0.245","9.724","0.111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613112",
